CustomerID,Recency,Frequency,Monetary,Churn Label,Churn Value,CLTV,Contract,tenure_group,risk_segment,R_Score,F_Score,M_Score,RFM_Score,Cluster,Segment,PCA1,PCA2
5052-PNLOS,69,7,105.35,Yes,1,3662,Month-to-month,New,Low Risk,1,5,5,11,3,High Risk,1.1365412637933292,1.8435582510620394
6979-ZNSFF,64,4,87.05,Yes,1,2545,Month-to-month,New,Low Risk,2,3,4,9,3,High Risk,-0.010969572144960934,1.199354238979847
2386-LAHRK,71,3,53.5,Yes,1,5094,Month-to-month,New,Low Risk,1,2,2,5,2,New Passives,-1.1044347586628227,0.8808153813340202
6032-IGALN,71,1,25.1,Yes,1,4769,Month-to-month,New,Low Risk,1,1,2,4,2,New Passives,-2.2580422554952877,0.3263164331084387
4248-HCETZ,42,4,79.65,Yes,1,2174,Month-to-month,Mid,Low Risk,3,3,4,10,3,High Risk,0.22064232387646435,0.3002207111019682
0516-WJVXC,67,4,54.2,Yes,1,5476,Month-to-month,New,Low Risk,1,3,2,6,3,High Risk,-0.7335811330157892,0.8112547306322744
9174-FKWZE,71,1,19.45,Yes,1,3848,Month-to-month,New,Low Risk,1,1,1,3,2,New Passives,-2.373352760769393,0.24109548776660317
8809-RIHDD,0,7,103.4,Yes,1,5055,Two year,Champion,Low Risk,5,5,5,15,1,Champions,2.2968358814976857,-0.655793074012897
4822-NGOCH,59,5,84.45,Yes,1,5801,Month-to-month,Mid,Low Risk,2,3,4,9,3,High Risk,0.3099271932337652,1.0442223085613056
5307-DZCVC,40,4,85.95,Yes,1,2431,Month-to-month,Mid,Low Risk,3,3,4,10,3,High Risk,0.3840039162665673,0.3236534074046033
8679-JOEVF,56,4,59.4,Yes,1,5556,Month-to-month,Mid,Low Risk,2,3,3,8,3,High Risk,-0.43613562802462813,0.49592980979817314
1432-FPAXX,43,2,30.6,Yes,1,3615,Month-to-month,Mid,Low Risk,3,1,2,6,2,New Passives,-1.3718024014159795,-0.5299532655372536
4803-AXVYP,34,6,99.55,Yes,1,3474,Month-to-month,Loyal,Low Risk,3,4,5,12,1,Champions,1.3399149464220248,0.44014144311864595
3884-HCSWG,55,2,70.0,Yes,1,4390,Month-to-month,Mid,Low Risk,2,1,3,6,3,High Risk,-0.7764018659936056,0.49388542043272465
5077-DXTCG,71,2,45.3,Yes,1,2293,Month-to-month,New,Low Risk,1,1,2,4,2,New Passives,-1.5587848731596516,0.6940660261683115
1142-WACZW,70,2,29.85,Yes,1,4268,Month-to-month,New,Low Risk,1,1,2,4,2,New Passives,-1.856710342114751,0.4252320055836748
5649-ANRML,70,6,95.1,Yes,1,4486,Month-to-month,New,Low Risk,1,4,5,10,3,High Risk,0.6229601859866726,1.661684236218645
4892-VLANZ,71,1,19.8,Yes,1,5600,Month-to-month,New,Low Risk,1,1,1,3,2,New Passives,-2.3662096321240944,0.24637466137184952
2919-HBCJO,68,3,76.65,Yes,1,4580,Month-to-month,New,Low Risk,1,2,3,6,3,High Risk,-0.5797899059616964,1.1226063640504773
4236-XPXAV,67,6,99.15,Yes,1,2283,Month-to-month,New,Low Risk,1,4,5,10,3,High Risk,0.7577943040443641,1.615383173620224
3030-YZADT,63,2,44.95,Yes,1,5023,Month-to-month,New,Low Risk,2,1,2,5,2,New Passives,-1.426786894706033,0.4024171381958612
7410-KTVFV,54,3,49.55,Yes,1,2815,Month-to-month,Mid,Low Risk,2,2,2,6,2,New Passives,-0.8893752150745639,0.21270049333021587
8393-DLHGA,47,5,95.9,Yes,1,2241,Month-to-month,Mid,Low Risk,3,3,5,11,3,High Risk,0.7523212052783363,0.7873721306678478
7395-IGJOS,55,3,81.5,Yes,1,3443,Month-to-month,Mid,Low Risk,2,2,4,8,3,High Risk,-0.2547022528411047,0.7304098410193284
2834-SPCJV,20,4,84.1,Yes,1,6216,Month-to-month,Loyal,Low Risk,4,3,4,11,1,Champions,0.6941001468887111,-0.42017508185542396
7890-VYYWG,69,2,36.45,Yes,1,3766,Month-to-month,New,Low Risk,1,1,2,4,2,New Passives,-1.7046187064160423,0.4889859221295645
9907-SWKKF,71,1,25.05,Yes,1,4842,Month-to-month,New,Low Risk,1,1,1,3,2,New Passives,-2.2590627024446164,0.32556226545054634
0587-DMGBH,64,3,49.85,Yes,1,2269,Month-to-month,New,Low Risk,2,2,2,6,2,New Passives,-1.0571789172522403,0.5751876422365751
6397-JNZZG,29,5,55.55,Yes,1,2573,Month-to-month,Loyal,Low Risk,4,3,2,9,3,High Risk,0.24188800814291167,-0.46557302657748834
3523-QRQLL,50,5,69.5,Yes,1,5922,One year,Mid,Low Risk,3,3,3,9,3,High Risk,0.1613473008708668,0.49656025018838823
0895-DQHEW,18,7,104.3,Yes,1,4019,Month-to-month,Loyal,Low Risk,4,5,5,14,1,Champions,2.0021364356130316,0.00211380115537428
8149-RSOUN,71,5,93.85,Yes,1,3014,Month-to-month,New,Low Risk,1,3,4,8,3,High Risk,0.2930595590591212,1.6155603997958734
7250-EQKIY,71,3,50.45,Yes,1,2426,Month-to-month,New,Low Risk,1,2,2,5,2,New Passives,-1.1666820225718526,0.8348111542025868
4013-UBXWQ,65,6,74.65,Yes,1,4612,Month-to-month,New,Low Risk,2,4,3,9,3,High Risk,0.29256057564819576,1.1742485926611712
5519-NPHVG,60,5,94.2,Yes,1,3975,Month-to-month,New,Low Risk,2,3,4,9,3,High Risk,0.4915217099654313,1.2270812161462146
8849-GYOKR,18,7,106.55,Yes,1,4893,One year,Loyal,Low Risk,4,5,5,14,1,Champions,2.048056548332808,0.03605134576053013
3148-BLQJT,71,1,20.1,Yes,1,5747,Month-to-month,New,Low Risk,1,1,1,3,2,New Passives,-2.360086950428124,0.25089966731920366
0461-CVKMU,49,5,83.8,Yes,1,5737,Month-to-month,Mid,Low Risk,3,3,4,10,3,High Risk,0.47058776676614317,0.6764559860496999
8806-EAGWC,69,3,55.15,Yes,1,5698,Month-to-month,New,Low Risk,1,2,2,5,3,High Risk,-1.0359747325602573,0.8341104854526668
7779-LGOVN,62,4,86.65,Yes,1,4990,Month-to-month,New,Low Risk,2,3,4,9,3,High Risk,0.015652129035141675,1.1217284691249074
9710-ZUSHQ,35,7,106.75,Yes,1,5849,Month-to-month,Loyal,Low Risk,3,5,5,13,1,Champions,1.7564634835449222,0.6476036594224082
4183-WCSEP,41,4,78.45,Yes,1,3091,Month-to-month,Mid,Low Risk,3,3,3,9,3,High Risk,0.21354423547994827,0.24632447301665125
5498-TXHLF,38,5,87.45,Yes,1,3358,Month-to-month,Mid,Low Risk,3,3,4,10,3,High Risk,0.7363994163281251,0.337751867820936
9722-UJOJR,43,2,70.75,Yes,1,2663,Month-to-month,Mid,Low Risk,3,1,3,7,3,High Risk,-0.5523835011053042,0.07564336375030385
3902-FOIGH,60,6,101.35,Yes,1,3967,Month-to-month,New,Low Risk,2,4,5,11,3,High Risk,0.9244424385263645,1.3979930504961837
6772-KSATR,71,4,81.7,Yes,1,5574,Month-to-month,New,Low Risk,1,3,4,8,3,High Risk,-0.24190586443464832,1.3692317996566692
7112-OPOTK,39,2,68.25,Yes,1,5647,Month-to-month,Mid,Low Risk,3,1,3,7,3,High Risk,-0.5338352950222636,-0.1052498763279157
4210-QFJMF,68,3,79.15,Yes,1,5762,Month-to-month,New,Low Risk,1,2,4,7,3,High Risk,-0.5287675584952783,1.160314746945095
3318-OSATS,37,5,95.45,Yes,1,2080,Month-to-month,Mid,Low Risk,3,3,5,11,3,High Risk,0.9170635666080279,0.42262247878781156
5828-AVIPD,53,6,100.95,Yes,1,4072,One year,Mid,Low Risk,2,4,5,11,3,High Risk,1.0380273316432904,1.1413862091617415
1086-LXKFY,71,2,69.1,Yes,1,4779,Month-to-month,New,Low Risk,1,1,3,5,3,High Risk,-1.073052125279351,1.0530498313250702
2636-ALXXZ,71,2,69.6,Yes,1,2151,Month-to-month,New,Low Risk,1,1,3,5,3,High Risk,-1.0628476557860675,1.0605915079039938
7774-OJSXI,41,7,103.45,Yes,1,5387,One year,Mid,Low Risk,3,5,5,13,1,Champions,1.5847581545650622,0.8126058797769161
7786-WBJYI,68,4,77.95,Yes,1,5365,Month-to-month,New,Low Risk,1,3,3,7,3,High Risk,-0.2662614704721815,1.2052805824270416
9885-CSMWE,71,3,78.45,Yes,1,2139,Month-to-month,New,Low Risk,1,2,3,6,3,High Risk,-0.5952317309479694,1.2571450426223032
5016-ETTFF,62,2,29.5,Yes,1,3797,Month-to-month,New,Low Risk,2,1,2,5,2,New Passives,-1.7247123636611321,0.1335831176112242
3866-MDTUB,70,5,70.75,Yes,1,3257,Month-to-month,New,Low Risk,1,3,3,7,3,High Risk,-0.1609942931432176,1.231338727553707
8058-JMEQO,63,4,84.45,Yes,1,3543,Month-to-month,New,Low Risk,2,3,4,9,3,High Risk,-0.04664017512267105,1.1243413064735444
0697-ZMSWS,68,4,85.65,Yes,1,2330,Month-to-month,New,Low Risk,1,3,4,8,3,High Risk,-0.10911264027561361,1.3214224017424636
7657-DYEPJ,34,6,70.15,Yes,1,2645,One year,Loyal,Low Risk,3,4,3,10,1,Champions,0.7398921402169479,-0.003309139722056053
8276-MQBYC,21,6,97.8,Yes,1,6204,Month-to-month,Loyal,Low Risk,4,4,5,13,1,Champions,1.530303602231273,-0.05160521075429308
7593-XFKDI,71,2,46.3,Yes,1,3017,Month-to-month,New,Low Risk,1,1,2,4,2,New Passives,-1.5383759341730845,0.7091493793261585
0337-CNPZE,31,7,106.3,Yes,1,5383,Month-to-month,Loyal,Low Risk,4,5,5,14,1,Champions,1.8168500145504254,0.49763129331777495
1513-XNPPH,60,5,89.4,Yes,1,5047,Month-to-month,New,Low Risk,2,3,4,9,3,High Risk,0.39355880282990857,1.1546811209885488
6015-VVHHE,67,4,83.15,Yes,1,2516,Month-to-month,New,Low Risk,1,3,4,8,3,High Risk,-0.14274234935466712,1.2479178045519455
6347-DCUIK,62,3,74.15,Yes,1,4231,Month-to-month,New,Low Risk,2,2,3,7,3,High Risk,-0.5264564231039266,0.8701206953804566
0897-FEGMU,61,6,99.5,Yes,1,5286,Month-to-month,New,Low Risk,2,4,5,11,3,High Risk,0.8692932630138506,1.4058850614500673
7663-RGWBC,71,2,44.15,Yes,1,4773,Month-to-month,New,Low Risk,1,1,2,4,2,New Passives,-1.582255152994204,0.6767201700367875
1120-BMWUB,56,4,53.9,Yes,1,5091,Month-to-month,Mid,Low Risk,2,3,2,7,3,High Risk,-0.548384792450748,0.4129713674300146
9124-LHCJQ,71,4,85.45,Yes,1,2318,Month-to-month,New,Low Risk,1,3,4,8,3,High Risk,-0.16537234323502112,1.4257943739985957
2235-ZGKPT,68,3,50.85,Yes,1,5386,Month-to-month,New,Low Risk,1,2,2,5,2,New Passives,-1.1063405318151318,0.7334558525780244
3891-PUQOD,71,4,59.2,Yes,1,5020,Month-to-month,New,Low Risk,1,3,3,7,3,High Risk,-0.7011069916324115,1.0298563536051115
0689-NKYLF,59,4,83.2,Yes,1,4028,Month-to-month,Mid,Low Risk,2,3,4,9,3,High Risk,-0.0025807953064214397,0.9623022578426337
3658-KIBGF,71,4,54.9,Yes,1,2833,Month-to-month,New,Low Risk,1,3,2,6,3,High Risk,-0.7888654292746509,0.9649979350263692
5519-YLDGW,51,7,103.9,Yes,1,3769,Month-to-month,Mid,Low Risk,3,5,5,13,3,High Risk,1.4200157932353707,1.1773555316569524
4946-EDSEW,61,1,19.25,Yes,1,5638,Month-to-month,New,Low Risk,2,1,1,4,2,New Passives,-2.2035081646930594,-0.11988332582397118
2516-VQRRV,70,3,75.45,Yes,1,3350,Month-to-month,New,Low Risk,1,2,3,6,3,High Risk,-0.6390659095203065,1.1760987688528615
7580-UGXNC,70,4,54.85,Yes,1,3016,Month-to-month,New,Low Risk,1,3,2,6,3,High Risk,-0.7724932378366144,0.9284475530725764
5178-LMXOP,71,5,95.1,Yes,1,5795,Month-to-month,New,Low Risk,1,3,5,9,3,High Risk,0.3185707327923303,1.6344145912431822
8185-UPYBR,66,3,75.5,Yes,1,5838,Month-to-month,New,Low Risk,2,2,3,7,3,High Risk,-0.5684749090215196,1.033668079327152
4585-HETAI,68,3,73.75,Yes,1,5026,Month-to-month,New,Low Risk,1,2,3,6,3,High Risk,-0.6389758290227416,1.0788646398927209
7526-BEZQB,60,5,96.05,Yes,1,2577,Month-to-month,New,Low Risk,2,3,5,10,3,High Risk,0.5292782470905807,1.2549854194882315
4951-UKAAQ,68,5,88.95,Yes,1,5948,Month-to-month,New,Low Risk,1,3,4,8,3,High Risk,0.24523367318703582,1.4342633264347218
2108-YKQTY,68,3,50.7,Yes,1,4930,Month-to-month,New,Low Risk,1,2,2,5,2,New Passives,-1.109401872663117,0.7311933496043473
4918-QLLIW,69,3,53.4,Yes,1,2755,Month-to-month,New,Low Risk,1,2,2,5,2,New Passives,-1.07169037578675,0.8077146174264345
7056-IMHCC,19,6,101.9,Yes,1,5884,Month-to-month,Loyal,Low Risk,4,4,5,13,1,Champions,1.6487655288509282,-0.06135589139892105
1625-JAIIY,4,4,83.0,Yes,1,4714,One year,Champion,Low Risk,5,3,4,12,1,Champions,0.949932528201322,-1.0095061990634635
2947-DOMLJ,71,3,50.6,Yes,1,3677,Month-to-month,New,Low Risk,1,2,2,5,2,New Passives,-1.1636206817238677,0.8370736571762638
4112-LUEIZ,62,4,89.5,Yes,1,4206,Month-to-month,New,Low Risk,2,3,4,9,3,High Risk,0.07381760514685821,1.1647160256247713
4510-HIMLV,71,2,69.8,Yes,1,4154,Month-to-month,New,Low Risk,1,1,3,5,3,High Risk,-1.058765867988754,1.0636081785355633
8749-JMNKX,21,6,93.8,Yes,1,4788,Month-to-month,Loyal,Low Risk,4,4,4,12,1,Champions,1.448667846285004,-0.11193862338568109
2430-USGXP,48,6,101.05,Yes,1,4766,Month-to-month,Mid,Low Risk,3,4,5,12,3,High Risk,1.1270314174787703,0.9639134729980235
5955-ERIHD,54,5,94.7,Yes,1,2206,Month-to-month,Mid,Low Risk,2,3,5,10,3,High Risk,0.6060820097829029,1.0198456069497348
0917-EZOLA,0,7,104.15,Yes,1,5925,Two year,Champion,Low Risk,5,5,5,15,1,Champions,2.312142585737611,-0.6444805591445117
5949-EBSQK,68,4,61.45,Yes,1,2131,Month-to-month,New,Low Risk,1,3,3,7,3,High Risk,-0.6030089637505412,0.9564052553225659
7274-RTAPZ,71,4,90.55,Yes,1,3898,Month-to-month,New,Low Risk,1,3,4,8,3,High Risk,-0.06128675440352828,1.5027194751036153
0311-UNPFF,46,4,88.8,Yes,1,4910,Month-to-month,Mid,Low Risk,3,3,4,10,3,High Risk,0.33781356205409585,0.5814182496798702
3834-XUIFC,65,4,85.2,Yes,1,3905,Month-to-month,New,Low Risk,2,3,4,9,3,High Risk,-0.06611874765747491,1.2072462499337306
8414-MYSHR,67,4,91.4,Yes,1,2834,Month-to-month,New,Low Risk,1,3,4,8,3,High Risk,0.02563139728451271,1.3723554681041832
7599-FKVXZ,30,7,106.15,Yes,1,2265,Month-to-month,Loyal,Low Risk,4,5,5,14,1,Champions,1.8311813120898053,0.4595725760481974
8229-TNIQA,68,2,45.3,Yes,1,3443,Month-to-month,New,Low Risk,1,1,2,4,2,New Passives,-1.5066069579975576,0.5866773832806101
6221-AVQYL,70,3,73.25,Yes,1,2919,Month-to-month,New,Low Risk,1,2,3,6,3,High Risk,-0.6839655752907545,1.142915391905598
7743-EXURX,64,3,51.05,Yes,1,3758,Month-to-month,New,Low Risk,2,2,2,6,2,New Passives,-1.0326881904683598,0.5932876660259915
5569-KGJHX,63,4,85.35,Yes,1,2445,Month-to-month,New,Low Risk,2,3,4,9,3,High Risk,-0.028272130034760673,1.1379163243156067
4988-IQIGL,71,3,75.35,Yes,1,4403,Month-to-month,New,Low Risk,1,2,3,6,3,High Risk,-0.6584994418063281,1.2103866478329772
7730-IUTDZ,29,3,75.2,Yes,1,4673,Month-to-month,Loyal,Low Risk,4,2,3,9,3,High Risk,0.06893002961500315,-0.2953168555685209
0426-TIRNE,71,1,20.9,Yes,1,5527,Month-to-month,New,Low Risk,1,1,1,3,2,New Passives,-2.34375979923887,0.2629663498454813
7587-RZNME,69,2,43.3,Yes,1,4849,Month-to-month,New,Low Risk,1,1,2,4,2,New Passives,-1.5648174743580567,0.5923068912608165
0748-RDGGM,2,8,109.5,Yes,1,6136,One year,Champion,Low Risk,5,5,5,15,1,Champions,2.6735419473479936,-0.4291263318868662
4706-AXVKM,61,4,84.8,Yes,1,5118,Month-to-month,New,Low Risk,2,3,4,9,3,High Risk,-0.00471176970264326,1.0580280514869898
5889-JTMUL,22,6,95.05,Yes,1,5863,Month-to-month,Loyal,Low Risk,4,4,5,13,1,Champions,1.4567863816308484,-0.05728821764247164
9026-RNUJS,67,3,50.35,Yes,1,4618,Month-to-month,New,Low Risk,1,2,2,5,2,New Passives,-1.099152362921051,0.6901179617032003
3746-EUBYR,71,3,74.6,Yes,1,5861,Month-to-month,New,Low Risk,1,2,3,6,3,High Risk,-0.6738061460462536,1.199074132964592
2332-EFBJY,56,1,19.7,Yes,1,3438,Month-to-month,Mid,Low Risk,2,1,1,4,2,New Passives,-2.1073609502122808,-0.29207688838244267
9474-PHLYD,57,4,59.45,Yes,1,5129,Month-to-month,Mid,Low Risk,2,3,3,8,3,High Risk,-0.4525078194626644,0.532480191751966
2165-VOEGB,26,7,105.2,Yes,1,3322,One year,Loyal,Low Risk,4,5,5,14,1,Champions,1.881363373602025,0.3020585333646408
2219-MVUSO,64,2,45.15,Yes,1,3721,Month-to-month,New,Low Risk,2,1,2,5,2,New Passives,-1.4400977452960841,0.441230023123331
8914-RBTSB,41,6,93.8,Yes,1,4115,Month-to-month,Mid,Low Risk,3,4,4,11,1,Champions,1.1008150785377104,0.6039856625323291
0963-ZBDRN,40,5,96.2,Yes,1,3606,Month-to-month,Mid,Low Risk,3,3,5,11,3,High Risk,0.8801923556858592,0.5413236365438984
7594-RQHXR,71,3,79.6,Yes,1,3108,Month-to-month,New,Low Risk,1,2,4,7,3,High Risk,-0.5717614511134174,1.274490898753827
6331-EWIEB,52,4,85.25,Yes,1,2414,Month-to-month,Mid,Low Risk,3,3,4,10,3,High Risk,0.16100599832759413,0.7426496317449164
5998-VVEJY,46,4,80.5,Yes,1,2729,Month-to-month,Mid,Low Risk,3,3,4,10,3,High Risk,0.1684193684655877,0.4562264184697401
1624-NALOJ,67,5,89.8,Yes,1,2960,Month-to-month,New,Low Risk,1,3,4,8,3,High Risk,0.2799739097129826,1.4112879623229913
4317-VTEOA,71,3,50.75,Yes,1,5355,Month-to-month,New,Low Risk,1,2,2,5,2,New Passives,-1.1605593408758825,0.8393361601499408
1670-SVOWZ,58,5,89.65,Yes,1,2504,Month-to-month,Mid,Low Risk,2,3,4,9,3,High Risk,0.4334463143512798,1.0868595306862097
7541-YLXCL,36,5,65.4,Yes,1,5220,One year,Mid,Low Risk,3,3,3,9,3,High Risk,0.3211675884490466,-0.06642849790139153
0260-ZDLGK,63,6,72.9,Yes,1,3585,Month-to-month,New,Low Risk,2,4,3,9,3,High Risk,0.2916302091964324,1.076260296043138
8722-NGNBH,67,4,40.0,Yes,1,3125,Month-to-month,New,Low Risk,1,3,2,6,2,New Passives,-1.0233880666250443,0.5970711157908467
6210-KBBPI,63,6,99.45,Yes,1,2313,Month-to-month,New,Low Risk,2,4,5,11,3,High Risk,0.8334875392897929,1.4767233223839762
0133-BMFZO,70,5,86.25,Yes,1,3529,Month-to-month,New,Low Risk,1,3,4,8,3,High Risk,0.15534426114857486,1.4651307015003356
6128-CZOMY,71,2,45.65,Yes,1,4689,Month-to-month,New,Low Risk,1,1,2,4,2,New Passives,-1.551641744514353,0.699345199773558
9540-JYROE,64,2,70.1,Yes,1,2899,Month-to-month,New,Low Risk,2,1,3,6,3,High Risk,-0.9308947175812311,0.8175596844116139
2260-USTRB,70,2,70.2,Yes,1,2767,Month-to-month,New,Low Risk,1,1,3,5,3,High Risk,-1.0332096540067623,1.0338453055028016
3656-TKRVZ,69,4,55.35,Yes,1,5787,Month-to-month,New,Low Risk,1,3,2,6,3,High Risk,-0.7448961299559661,0.9001930153555995
8623-TMRBY,21,5,84.2,Yes,1,6245,Month-to-month,Loyal,Low Risk,4,3,4,11,1,Champions,0.965745217206981,-0.3198046729723755
1501-SGHBW,70,2,45.85,Yes,1,3843,Month-to-month,New,Low Risk,1,1,2,4,2,New Passives,-1.530167318329675,0.6665656561092269
3208-YPIOE,33,3,75.25,Yes,1,4696,Month-to-month,Loyal,Low Risk,3,2,3,8,3,High Risk,0.0003799230148727886,-0.15137783072702649
2612-RANWT,60,6,100.15,Yes,1,3682,Month-to-month,New,Low Risk,2,4,5,11,3,High Risk,0.8999517117424841,1.3798930267067675
6900-PXRMS,46,7,105.75,Yes,1,3157,Month-to-month,Mid,Low Risk,3,5,5,13,1,Champions,1.5447355222973436,1.0262786635194667
3346-BRMIS,54,4,48.35,Yes,1,2167,Month-to-month,Mid,Low Risk,2,3,2,7,3,High Risk,-0.6268691270514668,0.25766632881216267
2933-FILNV,70,1,24.4,Yes,1,2635,Month-to-month,New,Low Risk,1,1,1,3,2,New Passives,-2.2549358743985204,0.2799618716020453
9986-BONCE,68,1,20.95,Yes,1,5822,Month-to-month,New,Low Risk,1,1,1,3,2,New Passives,-2.290561437127448,0.15633187461567236
2722-JMONI,71,3,49.55,Yes,1,4989,Month-to-month,New,Low Risk,1,2,2,5,2,New Passives,-1.1850500676597633,0.8212361363605244
4083-EUGRJ,63,1,20.25,Yes,1,3361,Month-to-month,New,Low Risk,2,1,1,4,2,New Passives,-2.2178845024812217,-0.033207544074323164
7579-OOPEC,70,3,50.15,Yes,1,5461,Month-to-month,New,Low Risk,1,2,2,5,2,New Passives,-1.1554120658804583,0.7944899339593321
1771-OADNZ,43,6,95.9,Yes,1,2151,Month-to-month,Mid,Low Risk,3,4,5,12,3,High Risk,1.1088885736347724,0.707253132755609
0612-RTZZA,71,1,25.25,Yes,1,4628,Month-to-month,New,Low Risk,1,1,2,4,2,New Passives,-2.2549809146473025,0.3285789360821158
6410-LEFEN,63,2,45.15,Yes,1,3757,Month-to-month,New,Low Risk,2,1,2,5,2,New Passives,-1.4227051069087195,0.4054338088274306
3194-ORPIK,22,4,84.4,Yes,1,5135,Month-to-month,Loyal,Low Risk,4,3,4,11,1,Champions,0.6654375518099522,-0.34405764731626864
8816-VXNZD,71,3,75.1,Yes,1,4335,Month-to-month,New,Low Risk,1,2,3,6,3,High Risk,-0.66360167655297,1.2066158095435155
9378-FXTIZ,18,5,70.15,Yes,1,4596,One year,Loyal,Low Risk,4,3,3,10,1,Champions,0.7311775396078052,-0.6391144277278274
1723-HKXJQ,30,6,101.75,Yes,1,5545,Month-to-month,Loyal,Low Risk,4,4,5,13,1,Champions,1.4543851657419316,0.3301399628823073
7825-GKXMW,71,2,45.8,Yes,1,5973,Month-to-month,New,Low Risk,1,1,2,4,2,New Passives,-1.548580403666368,0.701607702747235
1240-KNSEZ,71,1,20.1,Yes,1,4933,Month-to-month,New,Low Risk,1,1,1,3,2,New Passives,-2.360086950428124,0.25089966731920366
0836-SEYLU,63,3,40.65,Yes,1,4800,Month-to-month,New,Low Risk,2,2,2,6,2,New Passives,-1.2275485175412946,0.4006245788884822
4433-JCGCG,26,6,101.0,Yes,1,2436,Month-to-month,Loyal,Low Risk,4,4,5,13,1,Champions,1.5086490150514649,0.17564259083032013
3716-BDVDB,71,2,69.1,Yes,1,5795,Month-to-month,New,Low Risk,1,1,3,5,3,High Risk,-1.073052125279351,1.0530498313250702
5899-MQZZL,59,3,75.0,Yes,1,2189,Month-to-month,Mid,Low Risk,2,2,3,7,3,High Risk,-0.4569309098032505,0.775552902676925
6849-OYAMU,53,6,100.0,Yes,1,2608,One year,Mid,Low Risk,2,4,5,11,3,High Risk,1.0186388396060515,1.127057023661787
9488-HGMJH,71,2,71.15,Yes,1,5287,Month-to-month,New,Low Risk,1,1,3,5,3,High Risk,-1.031213800356888,1.083970705298657
6038-GCYEC,48,5,54.15,Yes,1,5153,Month-to-month,Mid,Low Risk,3,3,2,8,3,High Risk,-0.11714463579821126,0.1934383506236356
1150-WFARN,5,8,108.75,Yes,1,5516,Two year,Champion,Low Risk,5,5,5,15,1,Champions,2.6060573279459742,-0.33305020386754974
3144-AUDBS,66,3,49.15,Yes,1,5271,Month-to-month,New,Low Risk,2,2,2,6,2,New Passives,-1.1062504513175668,0.6362217236178833
5616-PRTNT,52,1,19.4,Yes,1,3785,Month-to-month,Mid,Low Risk,3,1,1,5,2,New Passives,-2.0439130783587927,-0.4397867515133989
4818-QIUFN,52,4,79.15,Yes,1,4997,Month-to-month,Mid,Low Risk,3,3,4,10,3,High Risk,0.03651147050953403,0.6506411774820497
6961-VCPMC,26,3,80.4,Yes,1,4876,Month-to-month,Loyal,Low Risk,4,2,4,10,3,High Risk,0.2272344275072469,-0.32427206203541786
6688-UZPWD,61,6,102.0,Yes,1,5750,Month-to-month,New,Low Risk,2,4,5,11,3,High Risk,0.9203156104802687,1.443593444344685
2839-RFSQE,70,1,20.65,Yes,1,3845,Month-to-month,New,Low Risk,1,1,1,3,2,New Passives,-2.3314693955981474,0.223399297260119
0968-GSIKN,71,2,70.8,Yes,1,3901,Month-to-month,New,Low Risk,1,1,3,5,3,High Risk,-1.0383569290021868,1.0786915316934103
1965-DDBWU,56,5,89.05,Yes,1,5953,Month-to-month,Mid,Low Risk,2,3,4,9,3,High Risk,0.45598622773406855,1.0062170901997003
9057-SIHCH,69,5,96.6,Yes,1,3260,Month-to-month,New,Low Risk,1,3,5,9,3,High Risk,0.3839694180469106,1.5854471923881517
6771-XWBDM,15,7,104.5,Yes,1,4471,Month-to-month,Loyal,Low Risk,4,5,5,14,1,Champions,2.0583961385724394,-0.1022581711007578
8601-QACRS,67,3,50.6,Yes,1,2353,Month-to-month,New,Low Risk,1,2,2,5,2,New Passives,-1.094050128174409,0.693888799992662
2391-SOORI,68,3,49.35,Yes,1,5858,Month-to-month,New,Low Risk,1,2,2,5,2,New Passives,-1.1369539402949826,0.7108308228412539
2645-QTLMB,65,5,94.25,Yes,1,5267,Month-to-month,New,Low Risk,2,3,4,9,3,High Risk,0.40557896497793633,1.4068164552836093
4806-HIPDW,71,2,68.95,Yes,1,5644,Month-to-month,New,Low Risk,1,1,3,5,3,High Risk,-1.076113466127336,1.0507873283513933
4424-TKOPW,70,5,93.85,Yes,1,4998,Month-to-month,New,Low Risk,1,3,4,8,3,High Risk,0.3104521974464859,1.5797641854999729
8443-ZRDBZ,68,3,76.05,Yes,1,3685,Month-to-month,New,Low Risk,1,2,3,6,3,High Risk,-0.5920352693536369,1.113556352155769
9136-ALYBR,71,1,24.45,Yes,1,2121,Month-to-month,New,Low Risk,1,1,1,3,2,New Passives,-2.2713080658365565,0.3165122535558382
7479-NITWS,65,5,89.35,Yes,1,4154,Month-to-month,New,Low Risk,2,3,4,9,3,High Risk,0.30557516394375667,1.3329080248101588
2959-MJHIC,68,3,80.35,Yes,1,4167,Month-to-month,New,Low Risk,1,2,4,7,3,High Risk,-0.5042768317113978,1.1784147707345112
4201-JMNGR,71,4,55.8,Yes,1,5527,Month-to-month,New,Low Risk,1,3,2,6,3,High Risk,-0.7704973841867403,0.9785729528684316
5960-WPXQM,71,3,79.05,Yes,1,3555,Month-to-month,New,Low Risk,1,2,3,6,3,High Risk,-0.5829863675560293,1.2661950545170113
0684-AOSIH,71,5,95.0,Yes,1,4489,Month-to-month,New,Low Risk,1,3,5,9,3,High Risk,0.3165298388936737,1.6329062559273977
8260-NGFNY,71,1,25.2,Yes,1,3196,Month-to-month,New,Low Risk,1,1,2,4,2,New Passives,-2.2560013615966312,0.3278247684242235
