CustomerID,Churn Reason,Churn Theme,Sentiment_Score,Sentiment_Label
5442-XSDCW,Extra data charges,Other,-0.2732,Negative
3049-NDXFL,Extra data charges,Other,-0.2732,Negative
8580-AECUZ,Extra data charges,Other,-0.2732,Negative
7963-GQRMY,Extra data charges,Other,-0.2732,Negative
1228-FZFRV,Extra data charges,Other,-0.2732,Negative
2058-DCJBE,Extra data charges,Other,-0.2732,Negative
5364-XYIRR,Extra data charges,Other,-0.2732,Negative
4829-AUOAX,Extra data charges,Other,-0.2732,Negative
5047-LHVLY,Extra data charges,Other,-0.2732,Negative
9158-VCTQB,Extra data charges,Other,-0.2732,Negative
6311-UEUME,Extra data charges,Other,-0.2732,Negative
6839-ITVZJ,Don't know,Other,0.0,Neutral
0375-HVGXO,Don't know,Other,0.0,Neutral
8593-WHYHV,Don't know,Other,0.0,Neutral
6097-EQISJ,Attitude of support person,Customer Service,0.4019,Positive
4423-YLHDV,Attitude of support person,Customer Service,0.4019,Positive
0107-YHINA,Attitude of support person,Customer Service,0.4019,Positive
8640-SDGKB,Attitude of support person,Customer Service,0.4019,Positive
4116-TZAQJ,Attitude of support person,Customer Service,0.4019,Positive
3877-JRJIP,Attitude of support person,Customer Service,0.4019,Positive
8375-DKEBR,Attitude of support person,Customer Service,0.4019,Positive
7511-YMXVQ,Attitude of support person,Customer Service,0.4019,Positive
7551-JOHTI,Attitude of support person,Customer Service,0.4019,Positive
9804-ICWBG,Attitude of support person,Customer Service,0.4019,Positive
5318-IXUZF,Don't know,Other,0.0,Neutral
3198-VELRD,Attitude of support person,Customer Service,0.4019,Positive
9436-ZBZCT,Attitude of support person,Customer Service,0.4019,Positive
7279-BUYWN,Attitude of support person,Customer Service,0.4019,Positive
7156-MHUGY,Attitude of support person,Customer Service,0.4019,Positive
7198-GLXTC,Attitude of support person,Customer Service,0.4019,Positive
0516-VRYBW,Attitude of support person,Customer Service,0.4019,Positive
8380-PEFPE,Attitude of support person,Customer Service,0.4019,Positive
5687-DKDTV,Attitude of support person,Customer Service,0.4019,Positive
7530-HDYDS,Attitude of support person,Customer Service,0.4019,Positive
3096-IZETN,Attitude of support person,Customer Service,0.4019,Positive
5922-ABDVO,Attitude of support person,Customer Service,0.4019,Positive
9172-ANCRX,Attitude of support person,Customer Service,0.4019,Positive
6910-HADCM,Attitude of support person,Customer Service,0.4019,Positive
4816-LXZYW,Attitude of support person,Customer Service,0.4019,Positive
9606-PBKBQ,Attitude of support person,Customer Service,0.4019,Positive
3536-IQCTX,Attitude of support person,Customer Service,0.4019,Positive
4911-BANWH,Attitude of support person,Customer Service,0.4019,Positive
8496-EJAUI,Attitude of support person,Customer Service,0.4019,Positive
3132-TVFDZ,Attitude of support person,Customer Service,0.4019,Positive
8080-DDEMJ,Attitude of support person,Customer Service,0.4019,Positive
6365-MTGZX,Attitude of support person,Customer Service,0.4019,Positive
1349-WXNGG,Attitude of support person,Customer Service,0.4019,Positive
6990-YNRIO,Attitude of support person,Customer Service,0.4019,Positive
0621-TWIEM,Attitude of support person,Customer Service,0.4019,Positive
2485-ITVKB,Attitude of support person,Customer Service,0.4019,Positive
3669-OYSJI,Attitude of support person,Customer Service,0.4019,Positive
1612-EOHDH,Attitude of support person,Customer Service,0.4019,Positive
6702-OHFWR,Don't know,Other,0.0,Neutral
4510-PYUSH,Attitude of support person,Customer Service,0.4019,Positive
7517-SAWMO,Attitude of support person,Customer Service,0.4019,Positive
4143-HHPMK,Attitude of support person,Customer Service,0.4019,Positive
7054-LGEQW,Attitude of support person,Customer Service,0.4019,Positive
0923-PNFUB,Attitude of support person,Customer Service,0.4019,Positive
3494-JCHRQ,Attitude of support person,Customer Service,0.4019,Positive
6474-FVJLC,Attitude of support person,Customer Service,0.4019,Positive
8840-DQLGN,Attitude of support person,Customer Service,0.4019,Positive
4547-LYTDD,Attitude of support person,Customer Service,0.4019,Positive
6770-XUAGN,Attitude of support person,Customer Service,0.4019,Positive
4193-ORFCL,Attitude of support person,Customer Service,0.4019,Positive
7776-QWNFX,Attitude of support person,Customer Service,0.4019,Positive
6689-TCZHQ,Attitude of support person,Customer Service,0.4019,Positive
3143-ILDAL,Attitude of support person,Customer Service,0.4019,Positive
4720-VSTSI,Attitude of support person,Customer Service,0.4019,Positive
3946-MHCZW,Attitude of support person,Customer Service,0.4019,Positive
6651-AZVTJ,Attitude of support person,Customer Service,0.4019,Positive
4566-GOLUK,Attitude of support person,Customer Service,0.4019,Positive
2484-DGXPZ,Attitude of support person,Customer Service,0.4019,Positive
4587-NUKOX,Attitude of support person,Customer Service,0.4019,Positive
0420-BWTPW,Attitude of support person,Customer Service,0.4019,Positive
8183-ONMXC,Attitude of support person,Customer Service,0.4019,Positive
9614-RMGHA,Attitude of support person,Customer Service,0.4019,Positive
5054-IEXZT,Attitude of support person,Customer Service,0.4019,Positive
5834-ASPWA,Attitude of support person,Customer Service,0.4019,Positive
3948-XHGNA,Attitude of support person,Customer Service,0.4019,Positive
0565-IYCGT,Attitude of support person,Customer Service,0.4019,Positive
5445-UTODQ,Don't know,Other,0.0,Neutral
1024-VRZHF,Attitude of support person,Customer Service,0.4019,Positive
9497-QCMMS,Competitor made better offer,Competitor,0.4404,Positive
0348-SDKOL,Moved,Personal Reasons,0.0,Neutral
4373-MAVJG,Moved,Personal Reasons,0.0,Neutral
8901-HJXTF,Moved,Personal Reasons,0.0,Neutral
5419-KLXBN,Competitor offered higher download speeds,Competitor,0.0,Neutral
3424-NMNBO,Competitor offered higher download speeds,Competitor,0.0,Neutral
4514-GFCFI,Competitor offered higher download speeds,Competitor,0.0,Neutral
9828-AOQLM,Competitor offered higher download speeds,Competitor,0.0,Neutral
8000-REIQB,Competitor offered higher download speeds,Competitor,0.0,Neutral
7615-ESMYF,Competitor offered higher download speeds,Competitor,0.0,Neutral
3858-VOBET,Competitor offered higher download speeds,Competitor,0.0,Neutral
1447-PJGGA,Competitor offered higher download speeds,Competitor,0.0,Neutral
8565-CLBZW,Competitor offered higher download speeds,Competitor,0.0,Neutral
9139-WQQDY,Competitor offered higher download speeds,Competitor,0.0,Neutral
0224-HJAPT,Competitor offered higher download speeds,Competitor,0.0,Neutral
8086-OVPWV,Competitor offered higher download speeds,Competitor,0.0,Neutral
9430-FRQOC,Competitor offered higher download speeds,Competitor,0.0,Neutral
3074-GQWYX,Competitor offered higher download speeds,Competitor,0.0,Neutral
6845-RGTYS,Product dissatisfaction,Product & Offers,-0.4939,Negative
8861-HGGKB,Product dissatisfaction,Product & Offers,-0.4939,Negative
7065-YUNRY,Product dissatisfaction,Product & Offers,-0.4939,Negative
7694-VLBWQ,Product dissatisfaction,Product & Offers,-0.4939,Negative
4795-KTRTH,Product dissatisfaction,Product & Offers,-0.4939,Negative
6481-OGDOO,Product dissatisfaction,Product & Offers,-0.4939,Negative
3753-TSEMP,Product dissatisfaction,Product & Offers,-0.4939,Negative
8305-VHZBZ,Product dissatisfaction,Product & Offers,-0.4939,Negative
9172-JITSM,Don't know,Other,0.0,Neutral
6298-QDFNH,Product dissatisfaction,Product & Offers,-0.4939,Negative
9961-JBNMK,Product dissatisfaction,Product & Offers,-0.4939,Negative
6173-ITPWD,Product dissatisfaction,Product & Offers,-0.4939,Negative
9734-UYXQI,Product dissatisfaction,Product & Offers,-0.4939,Negative
2189-UXTKY,Product dissatisfaction,Product & Offers,-0.4939,Negative
4958-GZWIY,Don't know,Other,0.0,Neutral
6356-ELRKD,Don't know,Other,0.0,Neutral
8624-GIOUT,Don't know,Other,0.0,Neutral
6179-GJPSO,Poor expertise of online support,Customer Service,-0.1027,Negative
3177-LASXD,Poor expertise of phone support,Customer Service,-0.1027,Negative
4897-QSUYC,Attitude of support person,Customer Service,0.4019,Positive
1084-UQCHV,Attitude of support person,Customer Service,0.4019,Positive
8290-YWKHZ,Attitude of service provider,Customer Service,0.0,Neutral
2955-BJZHG,Attitude of service provider,Customer Service,0.0,Neutral
3806-DXQOM,Attitude of service provider,Customer Service,0.0,Neutral
9300-RENDD,Attitude of support person,Customer Service,0.4019,Positive
0761-AETCS,Attitude of support person,Customer Service,0.4019,Positive
9492-TOKRI,Price too high,Pricing,0.0,Neutral
2153-MREFK,Attitude of support person,Customer Service,0.4019,Positive
3106-ULWFW,Attitude of service provider,Customer Service,0.0,Neutral
0925-VYDLG,Attitude of service provider,Customer Service,0.0,Neutral
4349-GFQHK,Attitude of service provider,Customer Service,0.0,Neutral
7802-EFKNY,Attitude of support person,Customer Service,0.4019,Positive
8035-BUYVG,Attitude of support person,Customer Service,0.4019,Positive
9787-XVQIU,Attitude of support person,Customer Service,0.4019,Positive
8945-MUQUF,Attitude of service provider,Customer Service,0.0,Neutral
8051-HJRLT,Attitude of service provider,Customer Service,0.0,Neutral
3023-GFLBR,Attitude of service provider,Customer Service,0.0,Neutral
0524-IAVZO,Don't know,Other,0.0,Neutral
2737-YNGYW,Attitude of support person,Customer Service,0.4019,Positive
5159-YFPKQ,Attitude of support person,Customer Service,0.4019,Positive
4021-RQSNY,Attitude of service provider,Customer Service,0.0,Neutral
9061-TIHDA,Attitude of service provider,Customer Service,0.0,Neutral
8699-ASUFO,Attitude of service provider,Customer Service,0.0,Neutral
7927-AUXBZ,Attitude of support person,Customer Service,0.4019,Positive
4695-WJZUE,Attitude of support person,Customer Service,0.4019,Positive
7619-ODSGN,Attitude of support person,Customer Service,0.4019,Positive
3988-RQIXO,Attitude of service provider,Customer Service,0.0,Neutral
2514-GINMM,Attitude of service provider,Customer Service,0.0,Neutral
5931-FLJJF,Attitude of service provider,Customer Service,0.0,Neutral
2659-VXMWZ,Attitude of support person,Customer Service,0.4019,Positive
3207-OYBWH,Attitude of support person,Customer Service,0.4019,Positive
4285-GYRQC,Attitude of support person,Customer Service,0.4019,Positive
7216-EWTRS,Attitude of service provider,Customer Service,0.0,Neutral
8337-MSSXB,Attitude of service provider,Customer Service,0.0,Neutral
8182-BJDSI,Attitude of service provider,Customer Service,0.0,Neutral
2528-HFYZX,Attitude of support person,Customer Service,0.4019,Positive
2482-CZGBB,Attitude of support person,Customer Service,0.4019,Positive
0866-QLSIR,Attitude of support person,Customer Service,0.4019,Positive
7181-BQYBV,Attitude of service provider,Customer Service,0.0,Neutral
6204-IEUXJ,Attitude of service provider,Customer Service,0.0,Neutral
4529-CKBCL,Attitude of service provider,Customer Service,0.0,Neutral
2506-CLAKW,Attitude of support person,Customer Service,0.4019,Positive
1583-IHQZE,Attitude of support person,Customer Service,0.4019,Positive
0151-ONTOV,Attitude of support person,Customer Service,0.4019,Positive
4140-MUHUG,Attitude of service provider,Customer Service,0.0,Neutral
0320-JDNQG,Don't know,Other,0.0,Neutral
7180-PISOG,Attitude of service provider,Customer Service,0.0,Neutral
3571-RFHAR,Attitude of support person,Customer Service,0.4019,Positive
9578-VRMNM,Attitude of support person,Customer Service,0.4019,Positive
1587-FKLZB,Attitude of support person,Customer Service,0.4019,Positive
6140-QNRQQ,Attitude of service provider,Customer Service,0.0,Neutral
4307-KTUMW,Attitude of service provider,Customer Service,0.0,Neutral
5440-FLBQG,Attitude of service provider,Customer Service,0.0,Neutral
7470-MCQTK,Attitude of support person,Customer Service,0.4019,Positive
7488-MXJIV,Attitude of support person,Customer Service,0.4019,Positive
2027-FECZV,Attitude of support person,Customer Service,0.4019,Positive
2672-DZUOY,Attitude of service provider,Customer Service,0.0,Neutral
3870-MQAMG,Attitude of service provider,Customer Service,0.0,Neutral
4800-CZMPC,Attitude of service provider,Customer Service,0.0,Neutral
7377-DMMRI,Attitude of support person,Customer Service,0.4019,Positive
8949-JTMAY,Attitude of support person,Customer Service,0.4019,Positive
2774-LVQUS,Attitude of support person,Customer Service,0.4019,Positive
3211-ILJTT,Attitude of service provider,Customer Service,0.0,Neutral
4612-THJBS,Attitude of service provider,Customer Service,0.0,Neutral
4094-NSEDU,Attitude of service provider,Customer Service,0.0,Neutral
5103-MHMHY,Attitude of support person,Customer Service,0.4019,Positive
1846-XWOQN,Competitor made better offer,Competitor,0.4404,Positive
0235-KGSLC,Moved,Personal Reasons,0.0,Neutral
2884-GBPFB,Moved,Personal Reasons,0.0,Neutral
3757-NJYBX,Moved,Personal Reasons,0.0,Neutral
5136-KCKGI,Competitor had better devices,Competitor,0.4404,Positive
3722-WPXTK,Competitor offered higher download speeds,Competitor,0.0,Neutral
2929-ERCFZ,Competitor offered more data,Competitor,0.0,Neutral
7548-SEPYI,Competitor made better offer,Competitor,0.4404,Positive
8835-VSDSE,Competitor had better devices,Competitor,0.4404,Positive
1623-NLDOT,Competitor had better devices,Competitor,0.4404,Positive
9898-KZQDZ,Competitor offered higher download speeds,Competitor,0.0,Neutral
5236-PERKL,Competitor offered higher download speeds,Competitor,0.0,Neutral
7854-FOKSF,Competitor offered higher download speeds,Competitor,0.0,Neutral
2519-FAKOD,Competitor offered more data,Competitor,0.0,Neutral
8263-JQAIK,Competitor offered more data,Competitor,0.0,Neutral
7089-IVVAZ,Competitor offered more data,Competitor,0.0,Neutral
2205-YMZZJ,Competitor made better offer,Competitor,0.4404,Positive
1254-IZEYF,Competitor made better offer,Competitor,0.4404,Positive
9221-OTIVJ,Product dissatisfaction,Product & Offers,-0.4939,Negative
3325-FUYCG,Service dissatisfaction,Customer Service,-0.4939,Negative
5908-QMGOE,Lack of self-service on Website,Customer Service,-0.3182,Negative
8481-YYXWG,Network reliability,Network Quality,0.0,Neutral
2609-IAICY,Limited range of services,Customer Service,-0.2263,Negative
1740-CSDJP,Lack of affordable download/upload speed,Network Quality,-0.3182,Negative
2636-OHFMN,Long distance charges,Other,-0.2732,Negative
1323-OOEPC,Extra data charges,Other,-0.2732,Negative
0397-GZBBC,Price too high,Pricing,0.0,Neutral
7641-EUYET,Product dissatisfaction,Product & Offers,-0.4939,Negative
9921-ZVRHG,Service dissatisfaction,Customer Service,-0.4939,Negative
4701-MLJPN,Lack of self-service on Website,Customer Service,-0.3182,Negative
9206-GVPEQ,Network reliability,Network Quality,0.0,Neutral
1596-BBVTG,Don't know,Other,0.0,Neutral
8433-WXGNA,Don't know,Other,0.0,Neutral
3707-GNWHM,Don't know,Other,0.0,Neutral
8922-LIEGH,Poor expertise of online support,Customer Service,-0.1027,Negative
8245-UMPYT,Poor expertise of phone support,Customer Service,-0.1027,Negative
5186-SAMNZ,Price too high,Pricing,0.0,Neutral
5373-SFODM,Product dissatisfaction,Product & Offers,-0.4939,Negative
5766-ZJYBB,Service dissatisfaction,Customer Service,-0.4939,Negative
8931-GJJIQ,Lack of self-service on Website,Customer Service,-0.3182,Negative
4277-PVRAN,Network reliability,Network Quality,0.0,Neutral
0022-TCJCI,Limited range of services,Customer Service,-0.2263,Negative
0203-HHYIJ,Lack of affordable download/upload speed,Network Quality,-0.3182,Negative
0952-KMEEH,Long distance charges,Other,-0.2732,Negative
8178-EYZUO,Extra data charges,Other,-0.2732,Negative
5130-IEKQT,Price too high,Pricing,0.0,Neutral
3230-WYKIR,Product dissatisfaction,Product & Offers,-0.4939,Negative
0407-BDJKB,Service dissatisfaction,Customer Service,-0.4939,Negative
9600-UDOPK,Lack of self-service on Website,Customer Service,-0.3182,Negative
4074-SJFFA,Network reliability,Network Quality,0.0,Neutral
3269-ATYWD,Don't know,Other,0.0,Neutral
4910-GMJOT,Don't know,Other,0.0,Neutral
0354-WYROK,Don't know,Other,0.0,Neutral
7576-OYWBN,Price too high,Pricing,0.0,Neutral
5539-TMZLF,Product dissatisfaction,Product & Offers,-0.4939,Negative
4323-SADQS,Service dissatisfaction,Customer Service,-0.4939,Negative
4446-BZKHU,Lack of self-service on Website,Customer Service,-0.3182,Negative
5202-IVJNU,Network reliability,Network Quality,0.0,Neutral
5976-JCJRH,Limited range of services,Customer Service,-0.2263,Negative
0137-OCGAB,Lack of affordable download/upload speed,Network Quality,-0.3182,Negative
3351-NQLDI,Long distance charges,Other,-0.2732,Negative
7593-JNWRU,Extra data charges,Other,-0.2732,Negative
4588-YBNIB,Price too high,Pricing,0.0,Neutral
3336-JORSO,Product dissatisfaction,Product & Offers,-0.4939,Negative
5028-GZLDO,Service dissatisfaction,Customer Service,-0.4939,Negative
6861-XWTWQ,Lack of self-service on Website,Customer Service,-0.3182,Negative
6877-TJMBR,Network reliability,Network Quality,0.0,Neutral
6769-DCQLI,Don't know,Other,0.0,Neutral
2433-KMEAS,Don't know,Other,0.0,Neutral
2195-ZRVAX,Don't know,Other,0.0,Neutral
3550-SAHFP,Price too high,Pricing,0.0,Neutral
2011-TRQYE,Product dissatisfaction,Product & Offers,-0.4939,Negative
4873-ILOLJ,Service dissatisfaction,Customer Service,-0.4939,Negative
2725-KXXWT,Lack of self-service on Website,Customer Service,-0.3182,Negative
9565-DJPIB,Network reliability,Network Quality,0.0,Neutral
8348-HFYIV,Limited range of services,Customer Service,-0.2263,Negative
6849-WLEYG,Lack of affordable download/upload speed,Network Quality,-0.3182,Negative
4659-NZRUF,Long distance charges,Other,-0.2732,Negative
8429-XIBUM,Extra data charges,Other,-0.2732,Negative
2608-BHKFN,Price too high,Pricing,0.0,Neutral
7341-LXCAF,Product dissatisfaction,Product & Offers,-0.4939,Negative
9462-MJUAW,Service dissatisfaction,Customer Service,-0.4939,Negative
8128-YVJRG,Lack of self-service on Website,Customer Service,-0.3182,Negative
4283-FUTGF,Network reliability,Network Quality,0.0,Neutral
1569-TTNYJ,Don't know,Other,0.0,Neutral
2397-BRLOM,Don't know,Other,0.0,Neutral
4749-VFKVB,Don't know,Other,0.0,Neutral
7598-UAASY,Attitude of service provider,Customer Service,0.0,Neutral
7938-OUHIO,Attitude of service provider,Customer Service,0.0,Neutral
8510-AWCXC,Attitude of support person,Customer Service,0.4019,Positive
0431-APWVY,Don't know,Other,0.0,Neutral
3426-NIYYL,Attitude of support person,Customer Service,0.4019,Positive
8225-BTJAU,Attitude of service provider,Customer Service,0.0,Neutral
3387-VATUS,Attitude of service provider,Customer Service,0.0,Neutral
1143-NMNQJ,Attitude of service provider,Customer Service,0.0,Neutral
0415-MOSGF,Attitude of support person,Customer Service,0.4019,Positive
1724-BQUHA,Attitude of support person,Customer Service,0.4019,Positive
4826-XTSOH,Attitude of support person,Customer Service,0.4019,Positive
2495-INZWQ,Attitude of service provider,Customer Service,0.0,Neutral
4139-SUGLD,Attitude of service provider,Customer Service,0.0,Neutral
6857-VWJDT,Attitude of service provider,Customer Service,0.0,Neutral
5624-BQSSA,Attitude of support person,Customer Service,0.4019,Positive
2408-WITXK,Deceased,Personal Reasons,0.0,Neutral
5577-OTWWW,Moved,Personal Reasons,0.0,Neutral
6100-QQHEB,Moved,Personal Reasons,0.0,Neutral
2634-HCZGT,Moved,Personal Reasons,0.0,Neutral
7503-QQRVF,Competitor had better devices,Competitor,0.4404,Positive
2691-NZETQ,Competitor offered higher download speeds,Competitor,0.0,Neutral
4404-HIBDJ,Competitor offered more data,Competitor,0.0,Neutral
7295-JOMMD,Competitor made better offer,Competitor,0.4404,Positive
5013-SBUIH,Competitor had better devices,Competitor,0.4404,Positive
0709-TVGUR,Competitor had better devices,Competitor,0.4404,Positive
6023-YEBUP,Competitor offered higher download speeds,Competitor,0.0,Neutral
7209-JCUDS,Competitor offered higher download speeds,Competitor,0.0,Neutral
3001-CBHLQ,Competitor offered higher download speeds,Competitor,0.0,Neutral
6158-DWPZT,Competitor offered more data,Competitor,0.0,Neutral
3763-GCZHZ,Competitor offered more data,Competitor,0.0,Neutral
0772-GYEQQ,Competitor offered more data,Competitor,0.0,Neutral
4831-EOBFE,Don't know,Other,0.0,Neutral
4102-OQUPX,Competitor made better offer,Competitor,0.4404,Positive
9170-GYZJC,Price too high,Pricing,0.0,Neutral
3999-QGRJH,Product dissatisfaction,Product & Offers,-0.4939,Negative
2454-RPBRZ,Service dissatisfaction,Customer Service,-0.4939,Negative
2002-MZHWP,Lack of self-service on Website,Customer Service,-0.3182,Negative
2265-CYWIV,Network reliability,Network Quality,0.0,Neutral
2004-OCQXK,Limited range of services,Customer Service,-0.2263,Negative
5027-QPKTE,Lack of affordable download/upload speed,Network Quality,-0.3182,Negative
2672-HUYVI,Long distance charges,Other,-0.2732,Negative
7508-MYBOG,Extra data charges,Other,-0.2732,Negative
0148-DCDOS,Price too high,Pricing,0.0,Neutral
9992-RRAMN,Product dissatisfaction,Product & Offers,-0.4939,Negative
0310-MVLET,Service dissatisfaction,Customer Service,-0.4939,Negative
4550-VBOFE,Lack of self-service on Website,Customer Service,-0.3182,Negative
5696-QURRL,Network reliability,Network Quality,0.0,Neutral
7409-KIUTL,Don't know,Other,0.0,Neutral
1732-VHUBQ,Don't know,Other,0.0,Neutral
0495-RVCBF,Don't know,Other,0.0,Neutral
7854-EDSSA,Poor expertise of online support,Customer Service,-0.1027,Negative
8869-TORSS,Poor expertise of phone support,Customer Service,-0.1027,Negative
0679-IDSTG,Price too high,Pricing,0.0,Neutral
2115-BFTIW,Product dissatisfaction,Product & Offers,-0.4939,Negative
0611-DFXKO,Service dissatisfaction,Customer Service,-0.4939,Negative
7780-OTDSO,Lack of self-service on Website,Customer Service,-0.3182,Negative
9747-DDZOS,Network reliability,Network Quality,0.0,Neutral
0564-JJHGS,Limited range of services,Customer Service,-0.2263,Negative
3348-CFRNX,Lack of affordable download/upload speed,Network Quality,-0.3182,Negative
1428-GTBJJ,Long distance charges,Other,-0.2732,Negative
8802-UNOJF,Extra data charges,Other,-0.2732,Negative
6313-GIDIT,Price too high,Pricing,0.0,Neutral
2845-AFFTX,Product dissatisfaction,Product & Offers,-0.4939,Negative
2249-YPRNG,Service dissatisfaction,Customer Service,-0.4939,Negative
7410-YTJIK,Lack of self-service on Website,Customer Service,-0.3182,Negative
4626-GYCZP,Network reliability,Network Quality,0.0,Neutral
5590-BYNII,Don't know,Other,0.0,Neutral
3237-AJGEH,Don't know,Other,0.0,Neutral
1591-NFNLQ,Don't know,Other,0.0,Neutral
2815-CPTUL,Price too high,Pricing,0.0,Neutral
0596-BQCEQ,Product dissatisfaction,Product & Offers,-0.4939,Negative
1481-ZUWZA,Service dissatisfaction,Customer Service,-0.4939,Negative
2309-OSFEU,Lack of self-service on Website,Customer Service,-0.3182,Negative
1891-FZYSA,Network reliability,Network Quality,0.0,Neutral
7613-LLQFO,Limited range of services,Customer Service,-0.2263,Negative
2640-PMGFL,Lack of affordable download/upload speed,Network Quality,-0.3182,Negative
3801-HMYNL,Long distance charges,Other,-0.2732,Negative
9685-WKZGT,Extra data charges,Other,-0.2732,Negative
6022-UGGSO,Price too high,Pricing,0.0,Neutral
4484-CGXFK,Product dissatisfaction,Product & Offers,-0.4939,Negative
6214-EDAKZ,Service dissatisfaction,Customer Service,-0.4939,Negative
6127-ISGTU,Lack of self-service on Website,Customer Service,-0.3182,Negative
8740-XLHDR,Network reliability,Network Quality,0.0,Neutral
1208-DNHLN,Don't know,Other,0.0,Neutral
1761-AEZZR,Don't know,Other,0.0,Neutral
3923-CSIHK,Don't know,Other,0.0,Neutral
7120-RFMVS,Price too high,Pricing,0.0,Neutral
7317-GGVPB,Product dissatisfaction,Product & Offers,-0.4939,Negative
1322-AGOQM,Service dissatisfaction,Customer Service,-0.4939,Negative
3677-IYRBF,Lack of self-service on Website,Customer Service,-0.3182,Negative
5692-FPTAH,Network reliability,Network Quality,0.0,Neutral
1550-LOAHA,Limited range of services,Customer Service,-0.2263,Negative
0268-QKIWO,Lack of affordable download/upload speed,Network Quality,-0.3182,Negative
0876-WDUUZ,Long distance charges,Other,-0.2732,Negative
0617-FHSGK,Extra data charges,Other,-0.2732,Negative
2858-MOFSQ,Price too high,Pricing,0.0,Neutral
8118-LSUEL,Product dissatisfaction,Product & Offers,-0.4939,Negative
7005-CCBKV,Service dissatisfaction,Customer Service,-0.4939,Negative
4250-FDVOU,Lack of self-service on Website,Customer Service,-0.3182,Negative
5277-ZLOOR,Network reliability,Network Quality,0.0,Neutral
2141-RRYGO,Don't know,Other,0.0,Neutral
6376-GAHQE,Don't know,Other,0.0,Neutral
5052-PNLOS,Don't know,Other,0.0,Neutral
6979-ZNSFF,Price too high,Pricing,0.0,Neutral
2386-LAHRK,Product dissatisfaction,Product & Offers,-0.4939,Negative
6032-IGALN,Service dissatisfaction,Customer Service,-0.4939,Negative
4248-HCETZ,Lack of self-service on Website,Customer Service,-0.3182,Negative
0516-WJVXC,Network reliability,Network Quality,0.0,Neutral
9174-FKWZE,Limited range of services,Customer Service,-0.2263,Negative
8809-RIHDD,Lack of affordable download/upload speed,Network Quality,-0.3182,Negative
4822-NGOCH,Long distance charges,Other,-0.2732,Negative
5307-DZCVC,Extra data charges,Other,-0.2732,Negative
8679-JOEVF,Price too high,Pricing,0.0,Neutral
1432-FPAXX,Product dissatisfaction,Product & Offers,-0.4939,Negative
4803-AXVYP,Service dissatisfaction,Customer Service,-0.4939,Negative
3884-HCSWG,Lack of self-service on Website,Customer Service,-0.3182,Negative
5077-DXTCG,Network reliability,Network Quality,0.0,Neutral
1142-WACZW,Don't know,Other,0.0,Neutral
5649-ANRML,Don't know,Other,0.0,Neutral
4892-VLANZ,Don't know,Other,0.0,Neutral
2919-HBCJO,Moved,Personal Reasons,0.0,Neutral
4236-XPXAV,Moved,Personal Reasons,0.0,Neutral
3030-YZADT,Competitor had better devices,Competitor,0.4404,Positive
7410-KTVFV,Competitor offered higher download speeds,Competitor,0.0,Neutral
8393-DLHGA,Competitor offered more data,Competitor,0.0,Neutral
7395-IGJOS,Competitor made better offer,Competitor,0.4404,Positive
2834-SPCJV,Competitor had better devices,Competitor,0.4404,Positive
7890-VYYWG,Competitor had better devices,Competitor,0.4404,Positive
9907-SWKKF,Competitor offered higher download speeds,Competitor,0.0,Neutral
0587-DMGBH,Competitor offered higher download speeds,Competitor,0.0,Neutral
6397-JNZZG,Competitor offered higher download speeds,Competitor,0.0,Neutral
3523-QRQLL,Competitor offered more data,Competitor,0.0,Neutral
0895-DQHEW,Competitor offered more data,Competitor,0.0,Neutral
8149-RSOUN,Competitor offered more data,Competitor,0.0,Neutral
7250-EQKIY,Competitor made better offer,Competitor,0.4404,Positive
4013-UBXWQ,Competitor made better offer,Competitor,0.4404,Positive
5519-NPHVG,Price too high,Pricing,0.0,Neutral
8849-GYOKR,Product dissatisfaction,Product & Offers,-0.4939,Negative
3148-BLQJT,Service dissatisfaction,Customer Service,-0.4939,Negative
0461-CVKMU,Lack of self-service on Website,Customer Service,-0.3182,Negative
8806-EAGWC,Network reliability,Network Quality,0.0,Neutral
7779-LGOVN,Limited range of services,Customer Service,-0.2263,Negative
9710-ZUSHQ,Lack of affordable download/upload speed,Network Quality,-0.3182,Negative
4183-WCSEP,Long distance charges,Other,-0.2732,Negative
5498-TXHLF,Extra data charges,Other,-0.2732,Negative
9722-UJOJR,Price too high,Pricing,0.0,Neutral
3902-FOIGH,Product dissatisfaction,Product & Offers,-0.4939,Negative
6772-KSATR,Service dissatisfaction,Customer Service,-0.4939,Negative
7112-OPOTK,Lack of self-service on Website,Customer Service,-0.3182,Negative
4210-QFJMF,Network reliability,Network Quality,0.0,Neutral
3318-OSATS,Don't know,Other,0.0,Neutral
5828-AVIPD,Don't know,Other,0.0,Neutral
1086-LXKFY,Don't know,Other,0.0,Neutral
2636-ALXXZ,Poor expertise of online support,Customer Service,-0.1027,Negative
7774-OJSXI,Poor expertise of phone support,Customer Service,-0.1027,Negative
7786-WBJYI,Price too high,Pricing,0.0,Neutral
9885-CSMWE,Product dissatisfaction,Product & Offers,-0.4939,Negative
5016-ETTFF,Service dissatisfaction,Customer Service,-0.4939,Negative
3866-MDTUB,Lack of self-service on Website,Customer Service,-0.3182,Negative
8058-JMEQO,Network reliability,Network Quality,0.0,Neutral
0697-ZMSWS,Limited range of services,Customer Service,-0.2263,Negative
