CustomerID,Cluster,Segment,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score
2720-WGKHP,3,High Risk,70,5,94.0,1,3,4,8
2869-ADAWR,1,Champions,27,5,89.3,4,3,4,11
9894-EZEWG,3,High Risk,71,3,74.3,1,2,3,6
7851-FLGGQ,2,New Passives,71,4,44.65,1,3,2,6
0637-UBJRP,3,High Risk,59,4,84.05,2,3,4,9
0940-OUQEC,3,High Risk,62,4,80.7,2,3,4,9
0303-UNCIP,3,High Risk,31,5,65.0,4,3,3,10
0702-PGIBZ,3,High Risk,68,6,101.7,1,4,5,10
1963-VAUKV,2,New Passives,71,1,20.4,1,1,1,3
3058-HJCUY,1,Champions,31,7,102.6,4,5,5,14
3259-FDWOY,1,Champions,1,7,106.0,5,5,5,15
0807-ZABDG,3,High Risk,69,4,55.1,1,3,2,6
5748-RNCJT,1,Champions,3,7,106.5,5,5,5,15
7739-LAXOG,3,High Risk,40,5,91.05,3,3,4,10
9776-CLUJA,1,Champions,21,4,77.5,4,3,3,10
6034-ZRYCV,1,Champions,0,5,54.2,5,3,2,10
2079-FBMZK,3,High Risk,66,2,69.25,2,2,3,7
6608-QQLVK,2,New Passives,71,3,50.5,1,2,2,5
3551-HUAZH,3,High Risk,71,3,74.4,1,2,3,6
6302-JGYRJ,1,Champions,41,7,79.45,3,5,4,12
3685-YLCMQ,1,Champions,14,7,104.65,4,5,5,14
8634-MPHTR,1,Champions,25,6,100.05,4,4,5,13
8761-NSOBC,1,Champions,28,6,100.55,4,4,5,13
8413-VONUO,3,High Risk,70,5,95.65,1,3,5,9
9223-UCPVT,3,High Risk,71,5,94.4,1,3,5,9
4351-QLCSU,3,High Risk,71,3,55.0,1,2,2,5
5419-JPRRN,3,High Risk,71,6,101.45,1,4,5,10
2100-BDNSN,3,High Risk,67,6,67.95,1,4,3,8
0488-GSLFR,3,High Risk,71,2,69.5,1,2,3,6
9318-NKNFC,2,New Passives,71,1,18.85,1,1,1,3
9728-FTTVZ,3,High Risk,71,2,69.2,1,2,3,6
0959-WHOKV,1,Champions,30,7,99.0,4,5,5,14
7254-IQWOZ,3,High Risk,71,2,69.65,1,2,3,6
2474-BRUCM,1,Champions,32,6,101.85,4,4,5,13
0742-NXBGR,3,High Risk,71,4,82.3,1,3,4,8
6110-OHIHY,3,High Risk,69,3,79.25,1,2,4,7
5889-LFOLL,3,High Risk,59,4,84.6,2,3,4,9
5708-EVONK,1,Champions,14,6,93.4,4,4,4,12
8708-XPXHZ,1,Champions,30,5,94.2,4,3,4,11
0616-ATFGB,2,New Passives,71,1,25.05,1,1,1,3
7016-BPGEU,2,New Passives,43,1,25.1,3,1,2,6
6876-ADESB,2,New Passives,71,3,48.95,1,2,2,5
1963-SVUCV,2,New Passives,71,2,45.3,1,2,2,5
0220-EBGCE,3,High Risk,70,4,85.85,1,3,4,8
2754-VDLTR,3,High Risk,62,5,95.2,2,3,5,10
3190-XFANI,1,Champions,23,6,100.6,4,4,5,13
7551-DACSP,3,High Risk,66,4,55.3,2,3,2,7
7235-NXZCP,3,High Risk,70,3,74.85,1,2,3,6
0520-FDVVT,1,Champions,37,6,102.35,3,4,5,12
1444-VVSGW,1,Champions,2,9,115.65,5,5,5,15
5712-PTIWW,3,High Risk,70,4,79.85,1,3,4,8
3315-TOTBP,3,High Risk,57,3,76.0,2,2,3,7
6661-HBGWL,1,Champions,30,7,104.75,4,5,5,14
1518-VOWAV,3,High Risk,63,6,74.65,2,4,3,9
5909-ECHUI,3,High Risk,71,3,56.25,1,2,2,5
1309-BXVOQ,3,High Risk,51,7,106.1,3,5,5,13
9317-WZPGV,3,High Risk,70,3,79.75,1,2,4,7
2856-HYAPG,3,High Risk,71,2,68.65,1,2,3,6
4488-PSYCG,2,New Passives,56,1,20.25,2,1,1,4
3621-CEOVK,3,High Risk,58,6,100.2,2,4,5,11
6906-ANDWJ,3,High Risk,57,3,74.9,2,2,3,7
1031-IIDEO,3,High Risk,71,2,70.85,1,2,3,6
5832-XKAES,3,High Risk,70,2,69.8,1,2,3,6
4701-AHWMW,1,Champions,17,5,54.55,4,3,2,9
9210-IAHGH,3,High Risk,65,5,70.75,2,3,3,8
0023-XUOPT,3,High Risk,59,6,94.1,2,4,4,10
4592-IWTJI,2,New Passives,69,2,29.7,1,2,2,5
7632-MNYOY,1,Champions,6,8,110.9,5,5,5,15
6518-LGAOV,1,Champions,34,7,105.0,3,5,5,13
7242-QZLXF,2,New Passives,71,1,25.3,1,1,2,4
4576-CSAJH,3,High Risk,50,4,55.15,3,3,2,8
1000-AJSLD,2,New Passives,71,1,20.1,1,1,1,3
1062-LHZOD,3,High Risk,71,2,69.9,1,2,3,6
9600-NAXZN,1,Champions,29,6,101.4,4,4,5,13
6457-USBER,3,High Risk,71,3,80.8,1,2,4,7
4662-EKDPQ,3,High Risk,70,4,62.05,1,3,3,7
9248-OJYKK,3,High Risk,71,3,76.45,1,2,3,6
3398-FSHON,3,High Risk,60,5,91.3,2,3,4,9
3319-DWOEP,3,High Risk,66,5,95.75,2,3,5,10
9259-PACGQ,3,High Risk,38,6,62.65,3,4,3,10
4415-IJZTP,3,High Risk,71,3,74.5,1,2,3,6
3282-ZISZV,1,Champions,40,8,83.7,3,5,4,12
1465-VINDH,3,High Risk,62,7,102.1,2,5,5,12
2810-FTLEM,2,New Passives,56,3,50.15,2,2,2,6
1925-TIBLE,3,High Risk,65,4,86.5,2,3,4,9
0818-OCPZO,3,High Risk,45,4,81.45,3,3,4,10
1447-GIQMR,3,High Risk,71,2,69.15,1,2,3,6
0872-NXJYS,3,High Risk,63,3,79.55,2,2,4,8
9412-ARGBX,1,Champions,24,6,95.5,4,4,5,13
1389-CXMLU,3,High Risk,69,5,91.05,1,3,4,8
5561-NWEVX,3,High Risk,70,4,79.2,1,3,4,8
2737-WFVYW,2,New Passives,70,3,45.25,1,2,2,5
2272-QAGFO,3,High Risk,58,3,74.3,2,2,3,7
9850-OWRHQ,3,High Risk,69,3,74.1,1,2,3,6
3768-NLUBH,1,Champions,15,6,100.6,4,4,5,13
8676-TRMJS,3,High Risk,69,3,75.0,1,2,3,6
7359-SSBJK,1,Champions,8,6,70.2,5,4,3,12
0685-MLYYM,3,High Risk,70,2,70.75,1,2,3,6
8182-PNAGI,2,New Passives,60,3,50.25,2,2,2,6
7957-RYHQD,3,High Risk,32,4,79.2,4,3,4,11
2180-DXNEG,3,High Risk,60,5,96.0,2,3,5,10
5515-AKOAJ,1,Champions,18,6,100.1,4,4,5,13
8976-OQHGT,3,High Risk,68,4,56.5,1,3,2,6
6230-BSUXY,3,High Risk,71,4,85.0,1,3,4,8
5294-CDGWY,1,Champions,21,6,59.3,4,4,3,11
5295-PCJOO,2,New Passives,68,3,49.4,1,2,2,5
9863-JZAIC,0,Loyal Basics,37,3,55.0,3,2,2,7
7660-HDPJV,3,High Risk,71,2,69.2,1,2,3,6
7931-PXHFC,3,High Risk,34,5,62.3,3,3,3,9
3990-QYKBE,3,High Risk,35,5,92.5,3,3,4,10
4919-MOAVT,3,High Risk,69,2,69.65,1,2,3,6
3090-HAWSU,1,Champions,11,8,111.6,5,5,5,15
9820-RMCQV,2,New Passives,61,3,48.55,2,2,2,6
7839-QRKXN,2,New Passives,71,1,20.2,1,1,1,3
5204-QZXPU,2,New Passives,53,3,39.65,2,2,2,6
4597-ELFTS,0,Loyal Basics,16,2,24.9,4,2,1,7
8450-JOVAH,3,High Risk,70,4,56.7,1,3,2,6
1113-IUJYX,3,High Risk,58,7,105.95,2,5,5,12
9274-CNFMO,3,High Risk,68,3,74.95,1,2,3,6
7758-XKCBS,2,New Passives,57,2,29.7,2,2,2,6
8992-JQYUN,3,High Risk,71,4,50.35,1,3,2,6
0617-AQNWT,0,Loyal Basics,8,5,47.85,5,3,2,10
2446-PLQVO,3,High Risk,71,2,70.3,1,2,3,6
3005-NFMTA,1,Champions,17,6,98.8,4,4,5,13
8784-CGILN,3,High Risk,54,6,99.85,2,4,5,11
5389-FFVKB,3,High Risk,40,3,80.3,3,2,4,9
8444-WRIDW,1,Champions,6,4,80.45,5,3,4,12
9451-LPGOO,3,High Risk,65,4,86.8,2,3,4,9
5868-YWPDW,3,High Risk,66,4,84.2,2,3,4,9
2025-JKFWI,3,High Risk,59,6,99.0,2,4,5,11
4078-SAYYN,3,High Risk,61,6,100.75,2,4,5,11
9940-HPQPG,3,High Risk,63,6,91.75,2,4,4,10
6618-RYATB,3,High Risk,71,4,79.55,1,3,4,8
9079-YEXQJ,1,Champions,18,8,111.1,4,5,5,14
2685-SREOM,3,High Risk,47,5,89.1,3,3,4,10
0402-CQAJN,1,Champions,35,7,101.9,3,5,5,13
6692-UDPJC,3,High Risk,58,5,91.65,2,3,4,9
1273-MTETI,3,High Risk,68,5,88.85,1,3,4,8
5480-HPRRX,2,New Passives,69,1,25.3,1,1,2,4
0295-PPHDO,3,High Risk,71,5,95.45,1,3,5,9
1195-OIYEJ,3,High Risk,59,4,91.1,2,3,4,9
5906-CVLHP,0,Loyal Basics,27,4,54.15,4,3,2,9
4501-EQDRN,3,High Risk,71,2,69.7,1,2,3,6
2990-HWIML,3,High Risk,66,4,89.5,2,3,4,9
7384-GHBPI,2,New Passives,69,2,35.15,1,2,2,5
7603-USHJS,3,High Risk,60,3,73.75,2,2,3,7
7234-FECYN,3,High Risk,64,6,101.35,2,4,5,11
5876-HZVZM,3,High Risk,66,4,55.9,2,3,2,7
1400-MMYXY,3,High Risk,69,7,105.9,1,5,5,11
3085-QUOZK,2,New Passives,71,2,43.95,1,2,2,5
3926-CUQZX,2,New Passives,71,2,45.1,1,2,2,5
1041-RXHRA,0,Loyal Basics,31,2,70.25,4,2,3,9
1750-CSKKM,3,High Risk,63,3,55.35,2,2,2,6
7142-HVGBG,1,Champions,29,7,103.0,4,5,5,14
8267-ZNYVZ,1,Champions,39,7,103.75,3,5,5,13
6457-GIRWB,3,High Risk,71,2,69.35,1,2,3,6
1450-SKCVI,0,Loyal Basics,16,3,73.85,4,2,3,9
5570-PTWEH,3,High Risk,69,3,75.15,1,2,3,6
6502-MJQAE,3,High Risk,71,2,69.6,1,2,3,6
7693-LCKZL,3,High Risk,67,4,80.15,1,3,4,8
0032-PGELS,2,New Passives,71,2,30.5,1,2,2,5
6797-LNAQX,1,Champions,2,6,98.3,5,4,5,14
6394-MFYNG,1,Champions,24,7,107.4,4,5,5,14
1564-NTYXF,3,High Risk,59,4,82.0,2,3,4,9
8155-IBNHG,3,High Risk,48,3,75.4,3,2,3,8
0886-QGENL,3,High Risk,45,6,101.25,3,4,5,12
8739-WWKDU,3,High Risk,47,5,89.5,3,3,4,10
8685-WHQPW,3,High Risk,50,3,74.4,3,2,3,8
4745-LSPLO,2,New Passives,71,1,20.5,1,1,1,3
8083-YTZES,3,High Risk,68,3,74.35,1,2,3,6
7240-FQLHE,3,High Risk,54,6,99.75,2,4,5,11
6664-FPDAC,1,Champions,16,8,111.95,4,5,5,14
0786-VSSUD,2,New Passives,56,3,39.0,2,2,2,6
3976-BWUCK,3,High Risk,42,6,94.1,3,4,4,11
3585-ISXZP,3,High Risk,64,5,95.65,2,3,5,10
6583-QGCSI,1,Champions,22,5,88.05,4,3,4,11
4174-LPGTI,3,High Risk,31,5,66.5,4,3,3,10
2108-XWMPY,2,New Passives,69,3,35.45,1,2,2,5
6304-IJFSQ,2,New Passives,69,3,49.9,1,2,2,5
0093-XWZFY,1,Champions,32,7,104.5,4,5,5,14
1980-KXVPM,3,High Risk,69,3,75.05,1,2,3,6
7703-ZEKEF,3,High Risk,49,4,81.0,3,3,4,10
0723-DRCLG,3,High Risk,71,3,74.45,1,2,3,6
5482-NUPNA,3,High Risk,68,5,60.4,1,3,3,7
1122-JWTJW,3,High Risk,71,2,70.65,1,2,3,6
1699-HPSBG,3,High Risk,60,4,59.8,2,3,3,8
8775-CEBBJ,2,New Passives,63,2,44.2,2,2,2,6
6894-LFHLY,3,High Risk,71,3,75.75,1,2,3,6
0639-TSIQW,1,Champions,5,7,102.95,5,5,5,15
8361-LTMKD,3,High Risk,68,3,74.4,1,2,3,6
7590-VHVEG,2,New Passives,71,2,29.85,1,2,2,5
5575-GNVDE,3,High Risk,38,4,56.95,3,3,2,8
7795-CFOCW,0,Loyal Basics,27,4,42.3,4,3,2,9
1452-KIOVK,3,High Risk,50,5,89.1,3,3,4,10
6713-OKOMC,2,New Passives,62,2,29.75,2,2,2,6
6388-TABGU,0,Loyal Basics,10,4,56.15,5,3,2,10
9763-GRSKD,2,New Passives,59,3,49.95,2,2,2,6
7469-LKBCI,2,New Passives,56,1,18.95,2,1,1,4
8091-TTVAX,1,Champions,14,6,100.35,4,4,5,13
5129-JLPIS,1,Champions,47,7,105.5,3,5,5,13
3655-SNQYZ,1,Champions,3,9,113.25,5,5,5,15
8191-XWSZG,0,Loyal Basics,20,1,20.65,4,1,1,6
9959-WOFKT,1,Champions,1,7,106.7,5,5,5,15
4183-MYFRB,3,High Risk,51,5,90.05,3,3,4,10
1680-VDCWW,2,New Passives,60,1,19.8,2,1,1,4
3638-WEABW,1,Champions,14,5,59.9,4,4,3,11
6322-HRPFA,1,Champions,23,5,59.6,4,4,3,11
6865-JZNKO,3,High Risk,42,4,55.3,3,3,2,8
5248-YGIJN,1,Champions,0,9,90.25,5,5,4,14
3841-NFECX,1,Champions,1,7,96.35,5,5,5,15
4929-XIHVW,3,High Risk,70,5,95.5,1,4,5,10
6827-IEAUQ,3,High Risk,45,6,66.15,3,4,3,10
7310-EGVHZ,2,New Passives,71,1,20.2,1,1,1,3
3413-BMNZE,2,New Passives,71,2,45.25,1,2,2,5
6234-RAAPL,1,Champions,0,7,99.9,5,5,5,15
6572-ADKRS,3,High Risk,26,3,74.8,4,2,3,9
8865-TNMNX,2,New Passives,62,3,49.55,2,2,2,6
9489-DEDVP,1,Champions,2,6,69.2,5,4,3,12
9867-JCZSP,2,New Passives,55,1,20.75,2,1,1,4
4671-VJLCL,1,Champions,9,8,79.85,5,5,4,14
4080-IIARD,3,High Risk,59,7,76.2,2,5,3,10
3714-NTNFO,1,Champions,23,4,84.5,4,3,4,11
5948-UJZLF,2,New Passives,70,3,49.25,1,2,2,5
7639-LIAYI,1,Champions,20,7,79.75,4,5,4,13
2954-PIBKO,1,Champions,3,6,64.15,5,4,3,12
8012-SOUDQ,1,Champions,29,5,90.25,4,4,4,12
6575-SUVOI,3,High Risk,47,6,69.5,3,4,3,10
4667-QONEA,1,Champions,12,7,74.85,5,5,3,13
8769-KKTPH,1,Champions,9,6,99.65,5,4,5,14
5067-XJQFU,1,Champions,6,8,108.45,5,5,5,15
3957-SQXML,0,Loyal Basics,38,2,24.95,3,2,1,6
5954-BDFSG,1,Champions,0,7,107.5,5,5,5,15
0434-CSFON,1,Champions,25,6,100.5,4,4,5,13
1215-FIGMP,1,Champions,12,5,89.9,5,4,4,13
0526-SXDJP,0,Loyal Basics,0,4,42.1,5,3,2,10
0557-ASKVU,3,High Risk,54,4,54.4,2,3,2,7
5122-CYFXA,3,High Risk,69,6,75.3,1,4,3,8
8627-ZYGSZ,3,High Risk,25,4,78.9,4,3,3,10
3410-YOQBQ,1,Champions,41,7,79.2,3,5,4,12
3170-NMYVV,0,Loyal Basics,22,1,20.15,4,1,1,6
7410-OIEDU,3,High Risk,62,4,79.85,2,3,4,9
2273-QCKXA,2,New Passives,71,3,49.05,1,2,2,5
0731-EBJQB,0,Loyal Basics,20,1,20.4,4,1,1,6
1891-QRQSA,1,Champions,8,8,111.6,5,5,5,15
8028-PNXHQ,0,Loyal Basics,10,2,24.25,5,2,1,8
5630-AHZIL,3,High Risk,69,5,64.5,1,4,3,8
2673-CXQEU,1,Champions,16,8,110.5,4,5,5,14
6416-JNVRK,0,Loyal Basics,26,3,55.65,4,2,2,8
5590-ZSKRV,3,High Risk,64,4,54.65,2,3,2,7
0191-ZHSKZ,3,High Risk,42,6,74.75,3,4,3,10
3887-PBQAO,0,Loyal Basics,27,2,25.9,4,2,2,8
8108-UXRQN,3,High Risk,61,4,50.55,2,3,2,7
9919-YLNNG,1,Champions,30,7,103.8,4,5,5,14
0318-ZOPWS,0,Loyal Basics,23,1,20.15,4,1,1,6
4445-ZJNMU,3,High Risk,63,6,99.3,2,4,5,11
4808-YNLEU,3,High Risk,37,4,62.15,3,3,3,9
1862-QRWPE,0,Loyal Basics,24,1,20.65,4,1,1,6
2796-NNUFI,0,Loyal Basics,26,1,19.95,4,1,1,6
3016-KSVCP,2,New Passives,43,2,33.75,3,2,2,7
4767-HZZHQ,3,High Risk,42,4,82.05,3,3,4,10
2424-WVHPL,3,High Risk,71,3,74.7,1,2,3,6
7233-PAHHL,1,Champions,6,8,84.0,5,5,4,14
6067-NGCEU,1,Champions,7,8,111.05,5,5,5,15
9848-JQJTX,1,Champions,0,7,100.9,5,5,5,15
9803-FTJCG,1,Champions,1,6,66.85,5,4,3,12
3212-KXOCR,0,Loyal Basics,20,1,21.0,4,1,1,6
6380-ARCEH,2,New Passives,71,1,20.2,1,1,1,3
3679-XASPY,2,New Passives,71,1,19.45,1,1,1,3
7123-WQUHX,1,Champions,34,6,95.0,3,4,5,12
5386-THSLQ,0,Loyal Basics,6,4,45.55,5,3,2,10
6180-YBIQI,2,New Passives,67,1,24.3,1,1,1,3
6728-DKUCO,1,Champions,0,7,104.15,5,5,5,15
9750-BOOHV,2,New Passives,40,2,30.15,3,2,2,7
8597-CWYHH,1,Champions,29,5,94.35,4,4,5,13
2848-YXSMW,0,Loyal Basics,0,1,19.4,5,1,1,7
4549-ZDQYY,1,Champions,20,5,57.95,4,4,2,10
5712-AHQNN,1,Champions,29,5,91.65,4,4,4,12
5256-SKJGO,1,Champions,8,5,54.6,5,4,2,11
3071-VBYPO,3,High Risk,69,5,89.85,1,4,4,9
9560-BBZXK,0,Loyal Basics,36,2,31.05,3,2,2,7
8402-OOOHJ,0,Loyal Basics,31,1,20.65,4,1,1,6
9445-ZUEQE,3,High Risk,45,5,85.2,3,4,4,11
1091-SOZGA,1,Champions,16,6,99.8,4,4,5,13
2928-HLDBA,2,New Passives,66,1,20.7,2,1,1,4
6497-TILVL,2,New Passives,65,3,50.7,2,2,2,6
7219-TLZHO,2,New Passives,68,1,20.85,1,1,1,3
4622-YNKIJ,3,High Risk,39,5,88.95,3,4,4,11
6734-PSBAW,0,Loyal Basics,0,2,23.55,5,2,1,8
3930-ZGWVE,2,New Passives,71,1,19.75,1,1,1,3
2639-UGMAZ,1,Champions,1,5,56.45,5,4,2,11
2876-GZYZC,3,High Risk,59,4,85.95,2,3,4,9
8587-XYZSF,0,Loyal Basics,5,3,50.55,5,2,2,9
7799-LGRDP,0,Loyal Basics,29,2,25.7,4,2,2,8
7850-VWJUU,3,High Risk,49,3,75.0,3,2,3,8
3774-VBNXY,0,Loyal Basics,8,1,20.2,5,1,1,7
6217-KDYWC,0,Loyal Basics,15,1,19.6,4,1,1,6
3146-MSEGF,1,Champions,0,9,88.05,5,5,4,14
1095-WGNGG,1,Champions,11,6,101.05,5,4,5,14
2636-SJDOU,1,Champions,8,5,84.3,5,4,4,13
1131-QQZEB,0,Loyal Basics,1,2,23.95,5,2,1,8
5716-EZXZN,1,Champions,7,7,99.05,5,5,5,15
6837-BJYDQ,2,New Passives,69,1,19.6,1,1,1,3
6440-DKQGE,3,High Risk,42,5,64.5,3,4,3,10
3466-BYAVD,3,High Risk,57,6,69.5,2,4,3,9
3780-YVMFA,3,High Risk,64,5,68.55,2,4,3,9
1679-JRFBR,1,Champions,2,8,108.15,5,5,5,15
9073-ZZIAY,1,Champions,10,8,86.1,5,5,4,14
3077-RSNTJ,2,New Passives,66,1,19.7,2,1,1,4
6551-GNYDG,3,High Risk,58,3,80.9,2,2,4,8
9167-APMXZ,3,High Risk,50,4,84.15,3,3,4,10
2749-CTKAJ,2,New Passives,50,1,20.15,3,1,1,5
6371-NZYEG,3,High Risk,56,5,64.25,2,4,3,9
7554-NEWDD,2,New Passives,62,2,25.7,2,2,2,6
8992-VONJD,3,High Risk,59,4,56.0,2,3,2,7
4482-EWFMI,3,High Risk,70,2,69.7,1,2,3,6
4648-YPBTM,1,Champions,19,7,73.9,4,5,3,12
2907-ILJBN,2,New Passives,61,1,20.6,2,1,1,4
6345-FZOQH,0,Loyal Basics,3,1,19.9,5,1,1,7
5997-OPVFA,1,Champions,0,9,89.05,5,5,4,14
1159-WFSGR,2,New Passives,56,1,20.4,2,1,1,4
7654-YWJUF,1,Champions,29,5,84.25,4,4,4,12
6727-IOTLZ,3,High Risk,58,7,81.95,2,5,4,11
5918-VUKWP,2,New Passives,40,1,20.55,3,1,1,5
1744-JHKYS,0,Loyal Basics,38,2,24.7,3,2,1,6
5947-SGKCL,3,High Risk,57,7,105.35,2,5,5,12
3712-PKXZA,0,Loyal Basics,11,1,20.55,5,1,1,7
6582-OIVSP,2,New Passives,71,2,45.3,1,2,2,5
5524-KHNJP,3,High Risk,39,6,74.75,3,4,3,10
4827-USJHP,2,New Passives,52,3,51.8,3,2,2,7
8167-GJLRN,2,New Passives,69,2,30.4,1,2,2,5
0956-SYCWG,2,New Passives,59,1,19.65,2,1,1,4
8017-UVSZU,3,High Risk,32,4,56.6,4,3,2,9
7100-FQPRV,1,Champions,29,6,71.9,4,4,3,11
2984-RGEYA,0,Loyal Basics,3,1,19.75,5,1,1,7
9680-NIAUV,1,Champions,0,8,109.7,5,5,5,15
2146-EGVDT,0,Loyal Basics,13,1,19.3,4,1,1,6
2604-IJPDU,3,High Risk,52,6,96.55,3,4,5,12
9178-JHUVJ,2,New Passives,48,2,24.1,3,2,1,6
6168-YBYNP,1,Champions,13,8,111.35,4,5,5,14
7255-SSFBC,1,Champions,0,8,112.25,5,5,5,15
3645-DEYGF,2,New Passives,71,1,20.75,1,1,1,3
9323-HGFWY,3,High Risk,45,6,101.9,3,4,5,12
8544-GOQSH,3,High Risk,58,4,80.05,2,3,4,9
3363-DTIVD,1,Champions,1,7,105.55,5,5,5,15
7018-WBJNK,3,High Risk,59,3,78.3,2,2,3,7
9142-KZXOP,0,Loyal Basics,28,2,68.85,4,2,3,9
7674-YTAFD,3,High Risk,39,4,79.95,3,3,4,10
6348-SNFUS,1,Champions,0,6,55.45,5,4,2,11
1347-KTTTA,1,Champions,8,7,102.45,5,5,5,15
4195-NZGTA,2,New Passives,71,1,25.25,1,1,2,4
7157-SMCFK,0,Loyal Basics,11,1,19.75,5,1,1,7
4709-LKHYG,2,New Passives,43,1,20.0,3,1,1,5
2504-DSHIH,3,High Risk,49,4,86.8,3,3,4,10
4075-JFPGR,1,Champions,21,6,93.5,4,4,4,12
0699-NDKJM,1,Champions,15,6,58.75,4,4,2,10
9286-BHDQG,0,Loyal Basics,0,5,45.25,5,4,2,11
0230-WEQUW,1,Champions,6,6,56.6,5,4,2,11
2040-LDIWQ,1,Champions,7,8,84.2,5,5,4,14
6496-JDSSB,3,High Risk,64,3,80.0,2,2,4,8
4443-EMBNA,0,Loyal Basics,1,2,24.75,5,2,1,8
6469-MRVET,2,New Passives,71,1,20.2,1,1,1,3
5961-VUSRV,2,New Passives,60,1,19.35,2,1,1,4
6778-JFCMK,3,High Risk,48,4,50.6,3,3,2,8
6341-JVQGF,1,Champions,41,7,81.15,3,5,4,12
4811-JBUVU,3,High Risk,42,5,89.9,3,4,4,11
0945-TSONX,1,Champions,25,8,85.3,4,5,4,13
2651-ZCBXV,1,Champions,18,8,108.0,4,5,5,14
3316-UWXUY,1,Champions,22,6,93.5,4,4,4,12
7083-MIOPC,0,Loyal Basics,0,1,20.25,5,1,1,7
1984-GPTEH,2,New Passives,43,2,25.15,3,2,2,7
0621-JFHOL,2,New Passives,62,2,29.6,2,2,2,6
9903-LYSAB,3,High Risk,54,3,73.15,2,2,3,7
9227-UAQFT,2,New Passives,56,1,19.75,2,1,1,4
7301-ABVAD,1,Champions,0,8,86.6,5,5,4,14
6614-FHDBO,1,Champions,0,8,109.2,5,5,5,15
7576-ASEJU,1,Champions,31,6,74.7,4,4,3,11
9058-HRZSV,1,Champions,7,6,94.4,5,4,5,14
4522-AKYLR,3,High Risk,59,4,54.8,2,3,2,7
0221-WMXNQ,3,High Risk,68,3,75.35,1,2,3,6
3675-YDUPJ,2,New Passives,62,1,19.85,2,1,1,4
4111-BNXIF,1,Champions,5,6,59.55,5,4,3,12
7017-VFHAY,1,Champions,11,9,115.1,5,5,5,15
6655-LHBYW,1,Champions,22,9,114.35,4,5,5,14
5046-NUHWD,3,High Risk,43,4,45.0,3,3,2,8
7529-ZDFXI,1,Champions,15,5,89.85,4,4,4,12
7605-BDWDC,3,High Risk,41,5,49.85,3,4,2,9
1950-KSVVJ,1,Champions,27,9,113.3,4,5,5,14
0123-CRBRT,1,Champions,11,9,88.1,5,5,4,14
6292-TOSSS,0,Loyal Basics,22,2,24.9,4,2,1,7
3197-ARFOY,3,High Risk,53,7,105.0,2,5,5,12
7014-ZZXAW,0,Loyal Basics,1,2,24.25,5,2,1,8
7633-MVPUY,1,Champions,15,5,59.75,4,4,3,11
4716-HHKQH,3,High Risk,52,7,107.05,3,5,5,13
3179-GBRWV,3,High Risk,51,5,64.95,3,4,3,10
8645-KWHJO,3,High Risk,58,5,55.0,2,4,2,8
4130-MZLCC,2,New Passives,67,3,50.55,1,2,2,5
0314-TKOSI,3,High Risk,66,4,55.15,2,3,2,7
8229-MYEJZ,2,New Passives,62,3,51.2,2,2,2,6
2080-SRCDE,2,New Passives,71,2,25.4,1,2,2,5
9577-WJVCQ,0,Loyal Basics,4,4,54.45,5,3,2,10
6202-DYYFX,3,High Risk,50,3,76.0,3,2,3,8
3808-HFKDE,2,New Passives,52,2,44.35,3,2,2,7
3727-OWVYD,3,High Risk,37,5,61.2,3,4,3,10
2294-SALNE,3,High Risk,49,5,86.8,3,4,4,11
4847-TAJYI,3,High Risk,66,4,89.35,2,3,4,9
1563-IWQEX,2,New Passives,60,1,19.7,2,1,1,4
8203-XJZRC,2,New Passives,71,1,20.25,1,1,1,3
6556-DBKZF,0,Loyal Basics,1,3,76.05,5,2,3,10
6851-WEFYX,1,Champions,37,6,100.8,3,4,5,12
2985-JUUBZ,1,Champions,32,6,74.55,4,4,3,11
0895-LMRSF,3,High Risk,49,4,64.9,3,3,3,9
8266-VBFQL,3,High Risk,68,5,90.4,1,4,4,9
8181-YHCMF,1,Champions,4,6,60.3,5,4,3,12
2240-HSJQD,3,High Risk,34,4,81.85,3,3,4,10
1248-DYXUB,0,Loyal Basics,20,2,24.8,4,2,1,7
4115-BNPJY,3,High Risk,43,6,75.55,3,4,3,10
3167-SNQPL,1,Champions,34,6,101.15,3,4,5,12
4091-TVOCN,1,Champions,24,7,78.75,4,5,3,12
1098-TDVUQ,2,New Passives,71,1,19.25,1,1,1,3
7277-OZCGZ,3,High Risk,50,5,89.05,3,4,4,11
1557-EMYVT,1,Champions,29,9,115.05,4,5,5,14
2799-ARNLO,3,High Risk,67,2,69.35,1,2,3,6
5027-YOCXN,1,Champions,21,8,110.05,4,5,5,14
3973-SKMLN,0,Loyal Basics,1,1,19.9,5,1,1,7
6745-JEFZB,3,High Risk,37,5,91.5,3,4,4,11
9880-TDQAC,1,Champions,0,6,60.0,5,4,3,12
8705-WZCYL,2,New Passives,71,2,44.8,1,2,2,5
7102-JJVTX,2,New Passives,63,3,48.6,2,2,2,6
8626-PTQGE,1,Champions,3,6,60.05,5,4,3,12
4983-CLMLV,1,Champions,20,7,102.7,4,5,5,14
5701-YVSVF,3,High Risk,61,4,82.9,2,3,4,9
5697-GOMBF,2,New Passives,44,2,35.9,3,2,2,7
2739-CACDQ,3,High Risk,55,4,82.65,2,3,4,9
9385-EHGDO,0,Loyal Basics,37,1,19.85,3,1,1,5
