CustomerID,Tenure Months,Monthly Charges,Total Charges,Contract,Payment Method,Internet Service,Churn Label,Churn Value,Churn Score,CLTV,Churn Reason,City,State,tenure_group,revenue_band,service_count,customer_value,risk_segment,Segment,RFM_Score,R_Score,F_Score,M_Score,Churn Theme,Sentiment_Score,Sentiment_Label
7410-OIEDU,10,79.85,887.35,Month-to-month,Mailed check,Fiber optic,No,0,38,5983,,Culver City,California,New,High,4,Standard,Low Risk,High Risk,9,2,3,4,Not Churned,0.0,N/A
2273-QCKXA,1,49.05,49.05,Month-to-month,Mailed check,DSL,No,0,30,3178,,Culver City,California,New,Medium,3,Standard,Low Risk,New Passives,5,1,2,2,Not Churned,0.0,N/A
0731-EBJQB,52,20.4,1090.65,One year,Electronic check,No,No,0,26,5482,,Downey,California,Loyal,Low,1,Standard,Low Risk,Loyal Basics,6,4,1,1,Not Churned,0.0,N/A
1891-QRQSA,64,111.6,7099,Two year,Bank transfer (automatic),Fiber optic,No,0,69,4881,,Downey,California,Champion,Premium,8,High Value,Low Risk,Champions,15,5,5,5,Not Churned,0.0,N/A
8028-PNXHQ,62,24.25,1424.6,Two year,Bank transfer (automatic),No,No,0,33,4444,,Downey,California,Champion,Low,2,Standard,Low Risk,Loyal Basics,8,5,2,1,Not Churned,0.0,N/A
5630-AHZIL,3,64.5,177.4,Month-to-month,Bank transfer (automatic),DSL,No,0,54,5613,,El Segundo,California,New,Medium,5,Standard,Low Risk,High Risk,8,1,4,3,Not Churned,0.0,N/A
2673-CXQEU,56,110.5,6139.5,One year,Electronic check,Fiber optic,No,0,21,4463,,Gardena,California,Loyal,Premium,8,High Value,Low Risk,Champions,14,4,5,5,Not Churned,0.0,N/A
6416-JNVRK,46,55.65,2688.85,One year,Credit card (automatic),DSL,No,0,56,2867,,Gardena,California,Loyal,Medium,3,Standard,Low Risk,Loyal Basics,8,4,2,2,Not Churned,0.0,N/A
5590-ZSKRV,8,54.65,482.25,Month-to-month,Mailed check,DSL,No,0,43,5614,,Gardena,California,New,Medium,4,Standard,Low Risk,High Risk,7,2,3,2,Not Churned,0.0,N/A
0191-ZHSKZ,30,74.75,2111.3,Month-to-month,Electronic check,DSL,No,0,55,3033,,Hawthorne,California,Mid,High,6,Standard,Low Risk,High Risk,10,3,4,3,Not Churned,0.0,N/A
3887-PBQAO,45,25.9,1216.6,One year,Credit card (automatic),No,No,0,78,5741,,Hermosa Beach,California,Loyal,Low,2,Standard,Low Risk,Loyal Basics,8,4,2,2,Not Churned,0.0,N/A
8108-UXRQN,11,50.55,565.35,Month-to-month,Electronic check,DSL,No,0,28,3443,,Lawndale,California,New,Medium,4,Standard,Low Risk,High Risk,7,2,3,2,Not Churned,0.0,N/A
9919-YLNNG,42,103.8,4327.5,Month-to-month,Bank transfer (automatic),Fiber optic,No,0,37,4005,,Malibu,California,Loyal,Premium,7,High Value,Low Risk,Champions,14,4,5,5,Not Churned,0.0,N/A
0318-ZOPWS,49,20.15,973.35,Two year,Bank transfer (automatic),No,No,0,37,5422,,Malibu,California,Loyal,Low,1,Standard,Low Risk,Loyal Basics,6,4,1,1,Not Churned,0.0,N/A
4445-ZJNMU,9,99.3,918.75,Month-to-month,Credit card (automatic),Fiber optic,No,0,69,3540,,Manhattan Beach,California,New,Premium,6,Standard,Low Risk,High Risk,11,2,4,5,Not Churned,0.0,N/A
4808-YNLEU,35,62.15,2215.45,One year,Bank transfer (automatic),DSL,No,0,39,5255,,Maywood,California,Mid,Medium,4,Standard,Low Risk,High Risk,9,3,3,3,Not Churned,0.0,N/A
1862-QRWPE,48,20.65,1057,Two year,Bank transfer (automatic),No,No,0,25,4124,,Pacific Palisades,California,Loyal,Low,1,Standard,Low Risk,Loyal Basics,6,4,1,1,Not Churned,0.0,N/A
2796-NNUFI,46,19.95,927.1,Two year,Mailed check,No,No,0,80,5480,,Palos Verdes Peninsula,California,Loyal,Low,1,Standard,Low Risk,Loyal Basics,6,4,1,1,Not Churned,0.0,N/A
3016-KSVCP,29,33.75,1009.25,Month-to-month,Mailed check,DSL,No,0,62,3664,,Rancho Palos Verdes,California,Mid,Low,2,Standard,Low Risk,New Passives,7,3,2,2,Not Churned,0.0,N/A
4767-HZZHQ,30,82.05,2570.2,Month-to-month,Bank transfer (automatic),Fiber optic,No,0,9,5036,,Redondo Beach,California,Mid,High,4,Standard,Low Risk,High Risk,10,3,3,4,Not Churned,0.0,N/A
2424-WVHPL,1,74.7,74.7,Month-to-month,Electronic check,Fiber optic,No,0,60,4182,,Redondo Beach,California,New,High,3,Standard,Low Risk,High Risk,6,1,2,3,Not Churned,0.0,N/A
7233-PAHHL,66,84.0,5714.25,Two year,Mailed check,DSL,No,0,24,5825,,South Gate,California,Champion,High,8,Standard,Low Risk,Champions,14,5,5,4,Not Churned,0.0,N/A
6067-NGCEU,65,111.05,7107,Month-to-month,Credit card (automatic),Fiber optic,No,0,38,5261,,Topanga,California,Champion,Premium,8,High Value,Low Risk,Champions,15,5,5,5,Not Churned,0.0,N/A
9848-JQJTX,72,100.9,7459.05,Two year,Bank transfer (automatic),Fiber optic,No,0,54,5781,,Venice,California,Champion,Premium,7,High Value,Low Risk,Champions,15,5,5,5,Not Churned,0.0,N/A
9803-FTJCG,71,66.85,4748.7,One year,Credit card (automatic),DSL,No,0,26,4117,,Playa Del Rey,California,Champion,High,6,Standard,Low Risk,Champions,12,5,4,3,Not Churned,0.0,N/A
3212-KXOCR,52,21.0,1107.2,Two year,Bank transfer (automatic),No,No,0,66,4158,,Inglewood,California,Loyal,Low,1,Standard,Low Risk,Loyal Basics,6,4,1,1,Not Churned,0.0,N/A
6380-ARCEH,1,20.2,20.2,Month-to-month,Mailed check,No,No,0,77,2710,,Inglewood,California,New,Low,1,Standard,Low Risk,New Passives,3,1,1,1,Not Churned,0.0,N/A
3679-XASPY,1,19.45,19.45,Month-to-month,Electronic check,No,No,0,26,5612,,Inglewood,California,New,Low,1,Standard,Low Risk,New Passives,3,1,1,1,Not Churned,0.0,N/A
7123-WQUHX,38,95.0,3605.6,One year,Bank transfer (automatic),Fiber optic,No,0,63,4741,,Santa Monica,California,Loyal,Premium,6,High Value,Low Risk,Champions,12,3,4,5,Not Churned,0.0,N/A
5386-THSLQ,66,45.55,3027.25,One year,Bank transfer (automatic),DSL,No,0,28,6238,,Santa Monica,California,Champion,Medium,4,Standard,Low Risk,Loyal Basics,10,5,3,2,Not Churned,0.0,N/A
6180-YBIQI,5,24.3,100.2,Month-to-month,Mailed check,DSL,No,0,61,4015,,Santa Monica,California,New,Low,1,Standard,Low Risk,New Passives,3,1,1,1,Not Churned,0.0,N/A
6728-DKUCO,72,104.15,7303.05,One year,Electronic check,Fiber optic,No,0,21,4594,,Santa Monica,California,Champion,Premium,7,High Value,Low Risk,Champions,15,5,5,5,Not Churned,0.0,N/A
9750-BOOHV,32,30.15,927.65,One year,Mailed check,DSL,No,0,60,3585,,Torrance,California,Mid,Low,2,Standard,Low Risk,New Passives,7,3,2,2,Not Churned,0.0,N/A
8597-CWYHH,43,94.35,3921.3,One year,Mailed check,Fiber optic,No,0,53,5845,,Torrance,California,Loyal,Premium,5,High Value,Low Risk,Champions,13,4,4,5,Not Churned,0.0,N/A
2848-YXSMW,72,19.4,1363.25,Two year,Credit card (automatic),No,No,0,23,5234,,Torrance,California,Champion,Low,1,Standard,Low Risk,Loyal Basics,7,5,1,1,Not Churned,0.0,N/A
4549-ZDQYY,52,57.95,3042.25,One year,Credit card (automatic),DSL,No,0,28,6078,,Torrance,California,Loyal,Medium,5,Standard,Low Risk,Champions,10,4,4,2,Not Churned,0.0,N/A
5712-AHQNN,43,91.65,3954.1,Month-to-month,Electronic check,Fiber optic,No,0,65,3826,,Whittier,California,Loyal,Premium,5,High Value,Low Risk,Champions,12,4,4,4,Not Churned,0.0,N/A
5256-SKJGO,64,54.6,3423.5,Two year,Electronic check,DSL,No,0,35,4850,,Whittier,California,Champion,Medium,5,Standard,Low Risk,Champions,11,5,4,2,Not Churned,0.0,N/A
3071-VBYPO,3,89.85,248.4,Month-to-month,Electronic check,Fiber optic,No,0,22,4648,,Whittier,California,New,Premium,5,Standard,Low Risk,High Risk,9,1,4,4,Not Churned,0.0,N/A
9560-BBZXK,36,31.05,1126.35,Two year,Bank transfer (automatic),DSL,No,0,54,4871,,Whittier,California,Mid,Low,2,Standard,Low Risk,Loyal Basics,7,3,2,2,Not Churned,0.0,N/A
8402-OOOHJ,41,20.65,835.15,Two year,Mailed check,No,No,0,59,5918,,Buena Park,California,Loyal,Low,1,Standard,Low Risk,Loyal Basics,6,4,1,1,Not Churned,0.0,N/A
9445-ZUEQE,27,85.2,2151.6,Month-to-month,Credit card (automatic),Fiber optic,No,0,28,3796,,Buena Park,California,Mid,Premium,5,High Value,Low Risk,High Risk,11,3,4,4,Not Churned,0.0,N/A
1091-SOZGA,56,99.8,5515.45,One year,Credit card (automatic),Fiber optic,No,0,43,4606,,La Palma,California,Loyal,Premium,6,High Value,Low Risk,Champions,13,4,4,5,Not Churned,0.0,N/A
2928-HLDBA,6,20.7,112.75,Month-to-month,Mailed check,No,No,0,47,5346,,Cypress,California,New,Low,1,Standard,Low Risk,New Passives,4,2,1,1,Not Churned,0.0,N/A
6497-TILVL,7,50.7,350.35,Month-to-month,Mailed check,DSL,No,0,59,3097,,La Mirada,California,New,Medium,3,Standard,Low Risk,New Passives,6,2,2,2,Not Churned,0.0,N/A
7219-TLZHO,4,20.85,62.9,Month-to-month,Mailed check,No,No,0,76,3172,,Montebello,California,New,Low,1,Standard,Low Risk,New Passives,3,1,1,1,Not Churned,0.0,N/A
4622-YNKIJ,33,88.95,3027.65,Two year,Electronic check,Fiber optic,No,0,32,5087,,Norwalk,California,Mid,Premium,5,High Value,Low Risk,High Risk,11,3,4,4,Not Churned,0.0,N/A
6734-PSBAW,72,23.55,1723.95,Two year,Bank transfer (automatic),No,No,0,59,5901,,Santa Fe Springs,California,Champion,Low,2,Standard,Low Risk,Loyal Basics,8,5,2,1,Not Churned,0.0,N/A
3930-ZGWVE,1,19.75,19.75,Month-to-month,Mailed check,No,No,0,68,2484,,Stanton,California,New,Low,1,Standard,Low Risk,New Passives,3,1,1,1,Not Churned,0.0,N/A
2639-UGMAZ,71,56.45,3985.35,One year,Electronic check,DSL,No,0,68,5372,,Artesia,California,Champion,Medium,5,Standard,Low Risk,Champions,11,5,4,2,Not Churned,0.0,N/A
2876-GZYZC,13,85.95,1215.65,Month-to-month,Electronic check,Fiber optic,No,0,58,5886,,Cerritos,California,Mid,Premium,4,Standard,Low Risk,High Risk,9,2,3,4,Not Churned,0.0,N/A
8587-XYZSF,67,50.55,3260.1,Two year,Bank transfer (automatic),DSL,No,0,63,6064,,Bellflower,California,Champion,Medium,3,Standard,Low Risk,Loyal Basics,9,5,2,2,Not Churned,0.0,N/A
7799-LGRDP,43,25.7,1188.2,Two year,Credit card (automatic),No,No,0,79,2017,,Lakewood,California,Loyal,Low,2,Standard,Low Risk,Loyal Basics,8,4,2,2,Not Churned,0.0,N/A
7850-VWJUU,23,75.0,1778.5,Month-to-month,Bank transfer (automatic),Fiber optic,No,0,29,2221,,Lakewood,California,Mid,High,3,Standard,Low Risk,High Risk,8,3,2,3,Not Churned,0.0,N/A
3774-VBNXY,64,20.2,1277.75,Two year,Mailed check,No,No,0,51,4557,,Hawaiian Gardens,California,Champion,Low,1,Standard,Low Risk,Loyal Basics,7,5,1,1,Not Churned,0.0,N/A
6217-KDYWC,57,19.6,1170.55,Two year,Mailed check,No,No,0,40,4393,,Lomita,California,Loyal,Low,1,Standard,Low Risk,Loyal Basics,6,4,1,1,Not Churned,0.0,N/A
3146-MSEGF,72,88.05,6425.65,Two year,Credit card (automatic),DSL,No,0,8,6102,,Paramount,California,Champion,Premium,9,High Value,Low Risk,Champions,14,5,5,4,Not Churned,0.0,N/A
1095-WGNGG,61,101.05,5971.25,Two year,Bank transfer (automatic),Fiber optic,No,0,60,6311,,San Pedro,California,Champion,Premium,6,High Value,Low Risk,Champions,14,5,4,5,Not Churned,0.0,N/A
2636-SJDOU,64,84.3,5289.05,One year,Credit card (automatic),Fiber optic,No,0,53,5044,,Seal Beach,California,Champion,High,5,Standard,Low Risk,Champions,13,5,4,4,Not Churned,0.0,N/A
1131-QQZEB,71,23.95,1756.2,Two year,Bank transfer (automatic),No,No,0,52,4329,,Sunset Beach,California,Champion,Low,2,Standard,Low Risk,Loyal Basics,8,5,2,1,Not Churned,0.0,N/A
5716-EZXZN,65,99.05,6416.7,Two year,Credit card (automatic),Fiber optic,No,0,59,5878,,Surfside,California,Champion,Premium,7,High Value,Low Risk,Champions,15,5,5,5,Not Churned,0.0,N/A
6837-BJYDQ,3,19.6,61.35,One year,Mailed check,No,No,0,33,2543,,Wilmington,California,New,Low,1,Standard,Low Risk,New Passives,3,1,1,1,Not Churned,0.0,N/A
6440-DKQGE,30,64.5,1929.95,One year,Credit card (automatic),DSL,No,0,30,4320,,Carson,California,Mid,Medium,5,Standard,Low Risk,High Risk,10,3,4,3,Not Churned,0.0,N/A
3466-BYAVD,15,69.5,1071.4,Month-to-month,Mailed check,DSL,No,0,35,3128,,Long Beach,California,Mid,High,6,Standard,Low Risk,High Risk,9,2,4,3,Not Churned,0.0,N/A
3780-YVMFA,8,68.55,564.35,Month-to-month,Electronic check,DSL,No,0,58,3123,,Long Beach,California,New,High,5,Standard,Low Risk,High Risk,9,2,4,3,Not Churned,0.0,N/A
1679-JRFBR,70,108.15,7930.55,One year,Credit card (automatic),Fiber optic,No,0,41,5192,,Long Beach,California,Champion,Premium,8,High Value,Low Risk,Champions,15,5,5,5,Not Churned,0.0,N/A
9073-ZZIAY,62,86.1,5215.25,Two year,Electronic check,DSL,No,0,62,5769,,Long Beach,California,Champion,Premium,8,High Value,Low Risk,Champions,14,5,5,4,Not Churned,0.0,N/A
3077-RSNTJ,6,19.7,113.5,Month-to-month,Mailed check,No,No,0,43,4293,,Long Beach,California,New,Low,1,Standard,Low Risk,New Passives,4,2,1,1,Not Churned,0.0,N/A
6551-GNYDG,14,80.9,1152.8,Month-to-month,Bank transfer (automatic),Fiber optic,No,0,46,2563,,Long Beach,California,Mid,High,3,Standard,Low Risk,High Risk,8,2,2,4,Not Churned,0.0,N/A
9167-APMXZ,22,84.15,1821.95,Month-to-month,Bank transfer (automatic),Fiber optic,No,0,32,3549,,Long Beach,California,Mid,High,4,Standard,Low Risk,High Risk,10,3,3,4,Not Churned,0.0,N/A
2749-CTKAJ,22,20.15,419.9,One year,Mailed check,No,No,0,72,2173,,Long Beach,California,Mid,Low,1,Standard,Low Risk,New Passives,5,3,1,1,Not Churned,0.0,N/A
6371-NZYEG,16,64.25,1024,Two year,Mailed check,DSL,No,0,77,5511,,Long Beach,California,Mid,Medium,5,Standard,Low Risk,High Risk,9,2,4,3,Not Churned,0.0,N/A
7554-NEWDD,10,25.7,251.6,Two year,Bank transfer (automatic),No,No,0,8,3611,,Long Beach,California,New,Low,2,Standard,Low Risk,New Passives,6,2,2,2,Not Churned,0.0,N/A
8992-VONJD,13,56.0,764.55,Month-to-month,Electronic check,DSL,No,0,22,5156,,Long Beach,California,Mid,Medium,4,Standard,Low Risk,High Risk,7,2,3,2,Not Churned,0.0,N/A
4482-EWFMI,2,69.7,135.2,Month-to-month,Electronic check,Fiber optic,No,0,43,3056,,Arcadia,California,New,High,2,Standard,Low Risk,High Risk,6,1,2,3,Not Churned,0.0,N/A
4648-YPBTM,53,73.9,3958.25,Two year,Bank transfer (automatic),DSL,No,0,55,5644,,Arcadia,California,Loyal,High,7,Standard,Low Risk,Champions,12,4,5,3,Not Churned,0.0,N/A
2907-ILJBN,11,20.6,233.9,One year,Mailed check,No,No,0,29,4047,,Duarte,California,New,Low,1,Standard,Low Risk,New Passives,4,2,1,1,Not Churned,0.0,N/A
6345-FZOQH,69,19.9,1363.45,Two year,Mailed check,No,No,0,54,5570,,La Canada Flintridge,California,Champion,Low,1,Standard,Low Risk,Loyal Basics,7,5,1,1,Not Churned,0.0,N/A
5997-OPVFA,72,89.05,6254.45,Two year,Bank transfer (automatic),DSL,No,0,54,6212,,Montrose,California,Champion,Premium,9,High Value,Low Risk,Champions,14,5,5,4,Not Churned,0.0,N/A
1159-WFSGR,16,20.4,321.4,Month-to-month,Electronic check,No,No,0,62,3990,,South Pasadena,California,Mid,Low,1,Standard,Low Risk,New Passives,4,2,1,1,Not Churned,0.0,N/A
7654-YWJUF,43,84.25,3539.25,One year,Bank transfer (automatic),Fiber optic,No,0,51,4382,,Sunland,California,Loyal,High,5,Standard,Low Risk,Champions,12,4,4,4,Not Churned,0.0,N/A
6727-IOTLZ,14,81.95,1181.75,Two year,Mailed check,DSL,No,0,52,2564,,Pasadena,California,Mid,High,7,Standard,Low Risk,High Risk,11,2,5,4,Not Churned,0.0,N/A
5918-VUKWP,32,20.55,654.55,One year,Bank transfer (automatic),No,No,0,77,5358,,Pasadena,California,Mid,Low,1,Standard,Low Risk,New Passives,5,3,1,1,Not Churned,0.0,N/A
1744-JHKYS,34,24.7,780.2,Month-to-month,Electronic check,No,No,0,72,3421,,Pasadena,California,Mid,Low,2,Standard,Low Risk,Loyal Basics,6,3,2,1,Not Churned,0.0,N/A
5947-SGKCL,15,105.35,1559.25,Month-to-month,Bank transfer (automatic),Fiber optic,No,0,66,2721,,San Marino,California,Mid,Premium,7,Standard,Low Risk,High Risk,12,2,5,5,Not Churned,0.0,N/A
3712-PKXZA,61,20.55,1252,One year,Credit card (automatic),No,No,0,42,5110,,Glendale,California,Champion,Low,1,Standard,Low Risk,Loyal Basics,7,5,1,1,Not Churned,0.0,N/A
6582-OIVSP,1,45.3,45.3,Month-to-month,Mailed check,DSL,No,0,48,3575,,Glendale,California,New,Medium,2,Standard,Low Risk,New Passives,5,1,2,2,Not Churned,0.0,N/A
5524-KHNJP,33,74.75,2453.3,One year,Credit card (automatic),DSL,No,0,26,5344,,Glendale,California,Mid,High,6,Standard,Low Risk,High Risk,10,3,4,3,Not Churned,0.0,N/A
4827-USJHP,20,51.8,1023.85,Month-to-month,Mailed check,DSL,No,0,24,2764,,Glendale,California,Mid,Medium,3,Standard,Low Risk,New Passives,7,3,2,2,Not Churned,0.0,N/A
8167-GJLRN,3,30.4,82.15,Month-to-month,Electronic check,DSL,No,0,55,3108,,La Crescenta,California,New,Low,2,Standard,Low Risk,New Passives,5,1,2,2,Not Churned,0.0,N/A
0956-SYCWG,13,19.65,244.8,One year,Electronic check,No,No,0,49,2024,,Agoura Hills,California,Mid,Low,1,Standard,Low Risk,New Passives,4,2,1,1,Not Churned,0.0,N/A
8017-UVSZU,40,56.6,2379.1,Month-to-month,Credit card (automatic),DSL,No,0,72,3359,,Calabasas,California,Loyal,Medium,4,Standard,Low Risk,High Risk,9,4,3,2,Not Churned,0.0,N/A
7100-FQPRV,43,71.9,3173.35,One year,Credit card (automatic),DSL,No,0,23,4106,,Canoga Park,California,Loyal,High,6,Standard,Low Risk,Champions,11,4,4,3,Not Churned,0.0,N/A
2984-RGEYA,69,19.75,1375.4,Two year,Bank transfer (automatic),No,No,0,72,5325,,Winnetka,California,Champion,Low,1,Standard,Low Risk,Loyal Basics,7,5,1,1,Not Churned,0.0,N/A
9680-NIAUV,72,109.7,8129.3,Two year,Credit card (automatic),Fiber optic,No,0,74,5945,,West Hills,California,Champion,Premium,8,High Value,Low Risk,Champions,15,5,5,5,Not Churned,0.0,N/A
2146-EGVDT,59,19.3,1192.7,Two year,Credit card (automatic),No,No,0,28,4149,,Chatsworth,California,Loyal,Low,1,Standard,Low Risk,Loyal Basics,6,4,1,1,Not Churned,0.0,N/A
2604-IJPDU,20,96.55,1901.65,Month-to-month,Electronic check,Fiber optic,No,0,36,4382,,Encino,California,Mid,Premium,6,Standard,Low Risk,High Risk,12,3,4,5,Not Churned,0.0,N/A
9178-JHUVJ,24,24.1,587.4,Two year,Bank transfer (automatic),No,No,0,26,4634,,Newbury Park,California,Mid,Low,2,Standard,Low Risk,New Passives,6,3,2,1,Not Churned,0.0,N/A
6168-YBYNP,59,111.35,6519.75,Month-to-month,Electronic check,Fiber optic,No,0,62,6047,,Newhall,California,Loyal,Premium,8,High Value,Low Risk,Champions,14,4,5,5,Not Churned,0.0,N/A
7255-SSFBC,72,112.25,8041.65,Two year,Bank transfer (automatic),Fiber optic,No,0,55,4099,,Northridge,California,Champion,Premium,8,High Value,Low Risk,Champions,15,5,5,5,Not Churned,0.0,N/A
3645-DEYGF,1,20.75,20.75,Month-to-month,Mailed check,No,No,0,25,3358,,Northridge,California,New,Low,1,Standard,Low Risk,New Passives,3,1,1,1,Not Churned,0.0,N/A
9323-HGFWY,27,101.9,2681.15,One year,Credit card (automatic),Fiber optic,No,0,69,3795,,Porter Ranch,California,Mid,Premium,6,High Value,Low Risk,High Risk,12,3,4,5,Not Churned,0.0,N/A
8544-GOQSH,14,80.05,1112.3,Month-to-month,Credit card (automatic),Fiber optic,No,0,53,4400,,Pacoima,California,Mid,High,4,Standard,Low Risk,High Risk,9,2,3,4,Not Churned,0.0,N/A
3363-DTIVD,71,105.55,7405.5,Two year,Electronic check,Fiber optic,No,0,63,5010,,Reseda,California,Champion,Premium,7,High Value,Low Risk,Champions,15,5,5,5,Not Churned,0.0,N/A
7018-WBJNK,13,78.3,1033.95,Month-to-month,Credit card (automatic),Fiber optic,No,0,26,5566,,San Fernando,California,Mid,High,3,Standard,Low Risk,High Risk,7,2,2,3,Not Churned,0.0,N/A
9142-KZXOP,44,68.85,2958.95,Month-to-month,Credit card (automatic),Fiber optic,No,0,51,2053,,Sylmar,California,Loyal,High,2,Standard,Low Risk,Loyal Basics,9,4,2,3,Not Churned,0.0,N/A
7674-YTAFD,33,79.95,2684.85,One year,Bank transfer (automatic),Fiber optic,No,0,52,3118,,North Hills,California,Mid,High,4,Standard,Low Risk,High Risk,10,3,3,4,Not Churned,0.0,N/A
6348-SNFUS,72,55.45,4179.2,Two year,Credit card (automatic),DSL,No,0,32,4556,,Granada Hills,California,Champion,Medium,6,Standard,Low Risk,Champions,11,5,4,2,Not Churned,0.0,N/A
1347-KTTTA,64,102.45,6654.1,One year,Credit card (automatic),Fiber optic,No,0,58,6398,,Canyon Country,California,Champion,Premium,7,High Value,Low Risk,Champions,15,5,5,5,Not Churned,0.0,N/A
4195-NZGTA,1,25.25,25.25,Month-to-month,Electronic check,DSL,No,0,73,5858,,Valencia,California,New,Low,1,Standard,Low Risk,New Passives,4,1,1,2,Not Churned,0.0,N/A
7157-SMCFK,61,19.75,1124.2,Two year,Mailed check,No,No,0,76,5411,,Valencia,California,Champion,Low,1,Standard,Low Risk,Loyal Basics,7,5,1,1,Not Churned,0.0,N/A
4709-LKHYG,29,20.0,540.05,One year,Electronic check,No,No,0,34,3800,,Tarzana,California,Mid,Low,1,Standard,Low Risk,New Passives,5,3,1,1,Not Churned,0.0,N/A
2504-DSHIH,23,86.8,1975.85,Month-to-month,Electronic check,Fiber optic,No,0,38,5788,,Thousand Oaks,California,Mid,Premium,4,Standard,Low Risk,High Risk,10,3,3,4,Not Churned,0.0,N/A
4075-JFPGR,51,93.5,4619.55,One year,Electronic check,Fiber optic,No,0,68,5561,,Rancho Cucamonga,California,Loyal,Premium,6,High Value,Low Risk,Champions,12,4,4,4,Not Churned,0.0,N/A
0699-NDKJM,57,58.75,3437.45,Month-to-month,Bank transfer (automatic),DSL,No,0,38,4115,,Westlake Village,California,Loyal,Medium,6,Standard,Low Risk,Champions,10,4,4,2,Not Churned,0.0,N/A
9286-BHDQG,72,45.25,3139.8,Two year,Credit card (automatic),DSL,No,0,22,5041,,Thousand Oaks,California,Champion,Medium,5,Standard,Low Risk,Loyal Basics,11,5,4,2,Not Churned,0.0,N/A
0230-WEQUW,66,56.6,3789.2,Two year,Bank transfer (automatic),DSL,No,0,77,5500,,Woodland Hills,California,Champion,Medium,6,Standard,Low Risk,Champions,11,5,4,2,Not Churned,0.0,N/A
2040-LDIWQ,65,84.2,5324.5,Two year,Bank transfer (automatic),DSL,No,0,33,5256,,Woodland Hills,California,Champion,High,8,Standard,Low Risk,Champions,14,5,5,4,Not Churned,0.0,N/A
6496-JDSSB,8,80.0,624.6,Month-to-month,Bank transfer (automatic),Fiber optic,No,0,22,2165,,Oak Park,California,New,High,3,Standard,Low Risk,High Risk,8,2,2,4,Not Churned,0.0,N/A
4443-EMBNA,71,24.75,1836.9,Two year,Bank transfer (automatic),No,No,0,51,4642,,Castaic,California,Champion,Low,2,Standard,Low Risk,Loyal Basics,8,5,2,1,Not Churned,0.0,N/A
6469-MRVET,1,20.2,20.2,One year,Electronic check,No,No,0,21,4160,,Van Nuys,California,New,Low,1,Standard,Low Risk,New Passives,3,1,1,1,Not Churned,0.0,N/A
5961-VUSRV,12,19.35,219.35,One year,Bank transfer (automatic),No,No,0,57,4451,,Sherman Oaks,California,New,Low,1,Standard,Low Risk,New Passives,4,2,1,1,Not Churned,0.0,N/A
6778-JFCMK,24,50.6,1288.75,One year,Mailed check,DSL,No,0,32,4806,,Van Nuys,California,Mid,Medium,4,Standard,Low Risk,High Risk,8,3,3,2,Not Churned,0.0,N/A
6341-JVQGF,31,81.15,2545.75,One year,Mailed check,DSL,No,0,54,5643,,Van Nuys,California,Mid,High,7,Standard,Low Risk,Champions,12,3,5,4,Not Churned,0.0,N/A
4811-JBUVU,30,89.9,2723.15,Month-to-month,Credit card (automatic),Fiber optic,No,0,33,3233,,Sherman Oaks,California,Mid,Premium,5,High Value,Low Risk,High Risk,11,3,4,4,Not Churned,0.0,N/A
0945-TSONX,47,85.3,4107.25,Two year,Credit card (automatic),DSL,No,0,30,5698,,Encino,California,Loyal,Premium,8,High Value,Low Risk,Champions,13,4,5,4,Not Churned,0.0,N/A
2651-ZCBXV,54,108.0,5760.65,Two year,Credit card (automatic),Fiber optic,No,0,73,6370,,Burbank,California,Loyal,Premium,8,High Value,Low Risk,Champions,14,4,5,5,Not Churned,0.0,N/A
3316-UWXUY,50,93.5,4747.5,Month-to-month,Credit card (automatic),Fiber optic,No,0,70,6367,,Burbank,California,Loyal,Premium,6,High Value,Low Risk,Champions,12,4,4,4,Not Churned,0.0,N/A
7083-MIOPC,72,20.25,1566.9,Two year,Credit card (automatic),No,No,0,49,5733,,Burbank,California,Champion,Low,1,Standard,Low Risk,Loyal Basics,7,5,1,1,Not Churned,0.0,N/A
1984-GPTEH,29,25.15,702,Month-to-month,Electronic check,No,No,0,46,5491,,Burbank,California,Mid,Low,2,Standard,Low Risk,New Passives,7,3,2,2,Not Churned,0.0,N/A
0621-JFHOL,10,29.6,299.05,Two year,Mailed check,DSL,No,0,62,3180,,North Hollywood,California,New,Low,2,Standard,Low Risk,New Passives,6,2,2,2,Not Churned,0.0,N/A
9903-LYSAB,18,73.15,1305.95,Month-to-month,Electronic check,Fiber optic,No,0,73,4283,,Studio City,California,Mid,High,3,Standard,Low Risk,High Risk,7,2,2,3,Not Churned,0.0,N/A
9227-UAQFT,16,19.75,284.35,Two year,Mailed check,No,No,0,53,4272,,North Hollywood,California,Mid,Low,1,Standard,Low Risk,New Passives,4,2,1,1,Not Churned,0.0,N/A
7301-ABVAD,72,86.6,6350.5,Two year,Bank transfer (automatic),DSL,No,0,37,4530,,Valley Village,California,Champion,Premium,8,High Value,Low Risk,Champions,14,5,5,4,Not Churned,0.0,N/A
6614-FHDBO,72,109.2,7878.3,Two year,Bank transfer (automatic),Fiber optic,No,0,26,4551,,Rancho Cucamonga,California,Champion,Premium,8,High Value,Low Risk,Champions,15,5,5,5,Not Churned,0.0,N/A
7576-ASEJU,41,74.7,3187.65,One year,Credit card (automatic),DSL,No,0,56,5246,,Azusa,California,Loyal,High,6,Standard,Low Risk,Champions,11,4,4,3,Not Churned,0.0,N/A
